# Temp Start [C] | A1:321.0 | A2:327.0 | A3:315.0 | A4:318.0 | A5:314.0 | A6:313.0
Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
16349183;0;0.625968;-89.518517;90.283470;4.940098;90.483231;-143.840973;-2.002715;0.335690;-8.192058;-2.951612;-1.044263;-0.052450
16349207;0;0.609719;-89.519142;90.318680;4.922902;90.484955;-143.839218;8.377075;2.969740;4.731586;10.499949;0.774850;-0.734325450
16349231;0;0.506843;-89.544189;90.572708;4.461739;90.548126;-143.737961;19.324299;10.190960;17.247877;29.723639;6.005763;-6.623262
16349255;0;0.229746;-89.651855;91.335236;2.794779;90.792587;-143.167862;29.339790;13.181684;28.938564;49.357410;12.025825;-8.959763
16349279;0;-0.295697;-89.870430;92.806763;-0.532431;91.301910;-141.971497;32.164570;15.046115;32.144272;58.801163;9.682175;-9.989738
16349303;0;-1.098358;-90.209831;95.029243;-5.608879;92.065086;-140.161774;29.986378;16.016005;35.080223;59.769146;14.181126;-11.298650
16349327;0;-2.131501;-90.655632;97.920052;-12.281975;93.077934;-137.771271;23.260115;15.169141;27.975351;53.651325;11.224738;-11.446475
16349351;0;-3.308104;-91.156517;101.208344;-19.878973;94.229057;-135.042252;16.571995;13.584135;19.212450;42.593475;9.663100;-10.662075
16349375;0;-4.545373;-91.670502;104.631645;-27.735678;95.417564;-132.211655;12.780185;12.923241;14.816007;39.856426;8.556838;-9.3603125
16349399;0;-5.794003;-92.185997;108.080856;-35.624481;96.609306;-129.389648;11.188505;12.443541;15.603471;37.462700;9.117125;-9.7084005
16349423;0;-7.041214;-92.702187;111.534653;-43.511280;97.801956;-126.577896;12.011525;12.128825;16.881393;38.528435;8.282650;-9.7608505
16349447;0;-8.287965;-93.217201;114.990005;-51.398937;98.994286;-123.765793;12.208935;12.141225;17.360956;38.835999;7.526863;-9.4771385
16349471;0;-9.524762;-93.728394;118.420212;-59.254738;100.181328;-120.954094;7.824895;10.564800;10.141644;33.965099;7.936950;-9.1505005
