Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
8813286;0;0.625935;-89.519073;90.282616;4.939931;90.483261;-143.840515;2.926825;1.341815;-2.226143;2.989763;-0.472062;-1.258850
8813310;0;0.607401;-89.519806;90.329315;4.917911;90.485100;-143.838867;11.250495;3.836630;6.750650;12.483588;1.227850;-1.988400
8813334;0;0.500350;-89.546921;90.596741;4.454120;90.548767;-143.729370;19.824024;9.984970;17.606186;31.526089;6.287087;-7.083412
8813358;0;0.224110;-89.654152;91.359802;2.788067;90.796997;-143.159256;30.528065;13.849256;29.810493;51.157463;10.707375;-9.436600
8813382;0;-0.299795;-89.871857;92.819374;-0.532718;91.299667;-141.968933;34.045216;15.561099;36.852699;63.643448;11.165137;-10.943413
8813406;0;-1.096655;-90.209290;95.031883;-5.603195;92.066765;-140.163559;34.425735;17.662045;39.186470;67.203041;13.544551;-12.385838
8813430;0;-2.124734;-90.653809;97.914322;-12.275383;93.075935;-137.779343;31.264305;16.704556;34.321369;61.748028;12.550349;-13.027188
8813454;0;-3.302084;-91.153847;101.196159;-19.872429;94.226509;-135.051727;23.242950;15.525815;25.956285;51.131237;11.122225;-12.214175
8813478;0;-4.540276;-91.668266;104.618240;-27.730114;95.415169;-132.227829;20.039555;14.401434;21.775106;49.006939;10.080338;-11.544226
8813502;0;-5.788092;-92.183434;108.070366;-35.619778;96.607018;-129.400040;19.995686;14.420505;21.621157;46.272274;10.654924;-11.699188
8813526;0;-7.036436;-92.699364;111.527214;-43.508202;97.800369;-126.586090;19.797325;14.158244;22.825508;47.352310;9.841912;-12.1355008
8813550;0;-8.286163;-93.213745;114.984550;-51.397316;98.993057;-123.770790;19.157406;14.498711;23.423599;47.082901;9.067050;-11.5966758
8813574;0;-9.522949;-93.725609;118.415741;-59.253590;100.180275;-120.963585;15.365601;12.557025;16.100744;41.673176;9.534350;-11.293887
8813598;0;-10.678524;-94.203026;121.630081;-66.685936;101.305084;-118.282990;8.546824;6.004330;3.087179;28.095236;5.679125;-9.057512887
8813622;0;-11.657406;-94.532684;124.320671;-72.892326;102.244431;-116.038086;-0.764845;-8.057590;-4.816050;15.606875;4.611012;-6.439675
8813646;0;-12.380943;-94.554031;126.308350;-77.429131;102.933578;-114.404221;-4.431720;-30.719753;-9.709764;6.008137;0.958437;-4.491800
8813670;0;-12.824396;-94.114937;127.544769;-80.223053;103.355820;-113.395760;-4.504200;-54.329872;-12.023107;-2.415175;-0.028600;-2.579688
8813694;0;-13.030247;-93.044205;128.116898;-81.421227;103.533661;-112.968407;-4.198070;-67.845337;-7.705686;-3.557200;1.266000;-1.52826288
8813718;0;-13.088144;-91.253044;128.286652;-81.680649;103.571663;-112.894653;-0.817295;-73.193550;-2.418243;1.411438;1.580713;-2.076625288
