Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
5412042;0;0.625957;-89.518379;90.282349;4.939907;90.483307;-143.840637;1.955030;6.137845;-2.459114;3.485675;0.834463;-1.616475
5412066;0;0.607687;-89.519753;90.328316;4.918077;90.485367;-143.839386;10.584829;8.399960;6.822857;13.086787;2.701275;-2.381800
5412090;0;0.502251;-89.554604;90.590919;4.458276;90.550034;-143.734924;20.495411;11.409755;19.333700;35.388462;7.548325;-7.855888
5412114;0;0.229735;-89.664444;91.342262;2.800678;90.797195;-143.168503;33.648491;15.329359;34.309113;60.393799;12.373913;-10.445113
5412138;0;-0.290654;-89.881615;92.787483;-0.513515;91.299004;-141.984894;39.807312;17.240520;44.471191;76.861374;12.559888;-12.588499
5412162;0;-1.086438;-90.214661;94.989914;-5.580147;92.064232;-140.184448;40.976521;21.113396;48.528393;84.469315;15.571113;-14.650813
5412186;0;-2.114945;-90.652985;97.870338;-12.255273;93.072823;-137.799561;38.608551;21.504400;43.945305;79.259857;15.537737;-15.454288
5412210;0;-3.293745;-91.149811;101.155617;-19.859007;94.223587;-135.071793;30.521389;20.289419;35.528450;67.145813;13.787738;-14.820087
5412234;0;-4.532816;-91.664780;104.583931;-27.720226;95.412659;-132.241013;28.261179;18.782616;30.952179;65.734375;13.227463;-13.964174
5412258;0;-5.782346;-92.181206;108.041878;-35.613331;96.605408;-129.410233;27.538294;18.712994;30.559809;61.783783;13.365738;-14.121525
5412282;0;-7.032261;-92.697365;111.503571;-43.504307;97.799179;-126.589287;27.520174;18.571850;31.580242;62.546722;12.252325;-14.359949
5412306;0;-8.283208;-93.211395;114.966286;-51.394520;98.992058;-123.770325;26.641846;19.043919;32.205578;62.325001;11.811250;-13.928411
5412330;0;-9.520038;-93.723221;118.401527;-59.251774;100.179649;-120.965057;23.460384;17.239571;25.122499;56.841362;12.021063;-13.697137
5412354;0;-10.676788;-94.201874;121.618904;-66.685844;101.304749;-118.287346;15.973089;10.092735;11.798307;42.183388;8.234975;-11.239050
5412378;0;-11.659647;-94.533600;124.316818;-72.895721;102.244942;-116.041824;3.514285;-4.715915;2.102164;28.209675;6.830688;-8.490075050
5412402;0;-12.384327;-94.562279;126.311966;-77.436462;102.935608;-114.390427;0.263210;-30.865665;-3.521778;15.645025;2.553463;-6.0296000
5412426;0;-12.829746;-94.135345;127.556259;-80.234016;103.359383;-113.381851;-1.576420;-59.030533;-7.573536;4.401200;0.536438;-3.5095120
5412450;0;-13.037278;-93.081734;128.139236;-81.437256;103.538330;-112.943298;-3.069875;-78.124046;-5.587164;-0.627038;1.430500;-1.807212
5412474;0;-13.097681;-91.302757;128.318573;-81.698227;103.577370;-112.863365;-1.481055;-86.120605;-2.017700;1.528262;1.339900;-1.5830872
5412498;0;-13.097186;-88.851028;128.325516;-81.720085;103.579903;-112.865326;1.269340;-82.894325;-2.322871;3.144737;1.447200;-1.08956272
5412522;0;-13.093034;-85.827911;128.297058;-81.719055;103.579140;-112.872574;1.008030;-69.504738;-1.326964;0.658025;1.125325;-0.40053772
5412546;0;-13.093681;-82.414719;128.281418;-81.714920;103.577873;-112.882225;-0.432010;-58.178902;-2.897807;-0.929825;1.001350;-0.052450
5412570;0;-13.092616;-78.790802;128.264542;-81.710121;103.576675;-112.886185;-0.673290;-49.875256;-2.592629;-1.082412;0.717637;0.4839870
5412594;0;-13.089331;-75.073593;128.259995;-81.706184;103.575264;-112.895790;0.389095;-43.038364;-0.249314;-1.792900;0.872600;0.70332570
5412618;0;-13.088990;-71.326447;128.261856;-81.702316;103.573669;-112.905533;-0.481605;-39.371490;-0.528607;-1.225462;1.184938;0.8797630
5412642;0;-13.088859;-67.579529;128.261795;-81.699181;103.572968;-112.915009;-1.070020;-39.667122;-0.607621;-1.676075;0.908363;0.8749880
5412666;0;-13.087266;-63.832874;128.261490;-81.696892;103.572456;-112.920418;-0.152585;-39.319035;-0.798357;-2.126688;1.006125;1.0609620
5412690;0;-13.086398;-60.085327;128.260574;-81.695267;103.571945;-112.925987;-0.562665;-36.144253;-0.771107;-2.117150;1.013275;1.0609620
5412714;0;-13.086409;-56.338299;128.259277;-81.694214;103.571671;-112.930641;-0.951765;-36.367416;-0.792907;-2.229213;0.908363;1.0800250
5412738;0;-13.085937;-52.592178;128.257401;-81.693359;103.571320;-112.934578;-0.753400;-36.300655;-0.538143;-2.255438;1.084800;1.0657250
5412762;0;-13.085101;-48.845161;128.254852;-81.692162;103.571037;-112.936852;-0.545500;-33.161160;-0.080379;-2.307888;1.046650;1.1110250
5412786;0;-13.085035;-45.099648;128.252655;-81.691185;103.570923;-112.938866;-0.796315;-33.493996;-0.002721;-2.632138;1.020425;1.1634750
5412810;0;-13.084991;-41.354748;128.250183;-81.690826;103.570824;-112.940048;-0.864980;-32.948490;0.450950;-2.768038;1.080025;1.20401350
5412834;0;-13.084794;-37.609158;128.248062;-81.690872;103.570778;-112.941368;-0.884055;-31.700130;0.732964;-2.701275;1.010888;1.25407550
5412858;0;-13.084629;-33.864212;128.247070;-81.690727;103.570747;-112.941963;-0.908850;-31.375885;0.900536;-2.799025;1.056188;1.26122550
5412882;0;-13.084618;-30.120897;128.245590;-81.690231;103.570717;-112.942863;-0.968930;-30.710220;0.911436;-2.985000;1.070487;1.30413750
5412906;0;-13.084486;-26.393896;128.237625;-81.689728;103.570663;-112.943970;-0.957485;-25.881763;0.044957;-3.223413;1.070487;1.28030050
5412930;0;-13.084267;-22.746038;128.218567;-81.689491;103.570610;-112.945084;-0.865935;-16.448971;0.318793;-3.359313;1.120562;1.27553750
5412954;0;-13.084167;-19.272524;128.201141;-81.689415;103.570152;-112.945557;-0.914570;-6.960865;0.219343;-3.352163;1.361363;1.273150750
5412978;0;-13.084046;-16.091356;128.189606;-81.689346;103.569595;-112.946037;-0.955580;5.127905;-0.250679;-2.925388;1.506800;1.335137750
5413002;0;-13.083959;-13.324834;128.181061;-81.688629;103.569344;-112.946152;-0.910755;15.211105;-0.321521;-2.810950;1.764287;1.36136350
5413026;0;-13.083915;-11.054509;128.180420;-81.688652;103.569130;-112.946358;-0.884055;22.154804;0.757486;-2.584450;1.838200;1.351825350
5413050;0;-13.083750;-9.322899;128.182419;-81.688416;103.569199;-112.946152;-1.007080;28.345104;1.260207;-3.123275;1.928800;1.3709005350
5413074;0;-13.083849;-8.120467;128.192261;-81.688461;103.569221;-112.946281;-0.665660;26.217461;3.955021;-2.903938;2.000325;1.3685135350
5413098;0;-13.083859;-7.366948;128.209259;-81.688530;103.569267;-112.946609;-0.914570;24.796484;3.089900;-2.992150;2.098075;1.3637505350
5413122;0;-13.083871;-6.964607;128.221695;-81.688103;103.569382;-112.946854;-0.897405;20.977970;3.540850;-2.584450;2.179137;1.3828255350
5413146;0;-13.083859;-6.792199;128.229401;-81.688293;103.569534;-112.947060;-0.904080;17.435070;4.652564;-2.777575;2.179137;1.3732875350
5413170;0;-13.083915;-6.737014;128.235535;-81.688461;103.569725;-112.947456;-0.855445;15.045164;3.687993;-2.777575;2.195825;1.3732875350
5413194;0;-13.083881;-6.734026;128.233658;-81.688393;103.569824;-112.947708;-0.873565;13.690946;2.298350;-2.737037;2.253050;1.3637505350
5413218;0;-13.083893;-6.734553;128.232239;-81.688438;103.569946;-112.948174;-0.852580;14.411924;2.295629;-2.746575;2.231587;1.3613635350
5413242;0;-13.083322;-6.735938;128.231201;-81.705345;103.570625;-112.949417;-1.745220;14.530180;1.866471;11.980525;2.732275;1.6522385350
5413266;0;-13.081322;-6.738003;128.230240;-82.177711;103.589638;-113.014664;-2.264020;15.035625;1.455029;34.015175;4.670612;4.7063755350
5413290;0;-13.079861;-6.738739;128.230286;-83.891747;103.671738;-113.333061;-2.373695;15.488620;1.531321;55.339325;4.417887;8.3756375350
5413314;0;-13.079301;-6.740288;128.230286;-87.289795;103.830635;-114.052216;-2.443310;15.860555;1.531321;70.025917;5.421638;8.7308875350
5413338;0;-13.078938;-6.742090;128.230270;-92.439919;104.071877;-115.125305;-2.422330;15.867230;1.664843;80.945488;6.241787;10.106563350
5413362;0;-13.079510;-6.743430;128.230515;-99.189468;104.387871;-116.544380;-1.018520;16.306875;2.220693;79.286087;6.589887;10.035037350
5413386;0;-13.080465;-6.745693;128.230331;-106.848701;104.748207;-118.157005;-0.285145;15.993115;1.997264;65.155022;5.118837;9.748925350
5413410;0;-13.080794;-6.747583;128.229767;-114.724472;105.115723;-119.814156;-0.126835;16.109465;1.952307;61.850536;5.972375;9.222025350
5413434;0;-13.081630;-6.748912;128.229492;-122.607803;105.486084;-121.472672;0.827785;16.222950;2.158029;58.979988;5.123613;9.6440255350
5413458;0;-13.091462;-6.748473;128.228500;-130.173828;105.839241;-123.085007;7.296560;12.741084;1.130779;37.677288;5.803100;8.0275505350
5413482;0;-13.163874;-6.721139;128.198547;-136.535980;106.144653;-124.432854;19.403454;5.784030;-0.442771;22.025099;4.582400;7.078637350
5413506;0;-13.333096;-6.633820;128.131088;-141.310974;106.400299;-125.481613;30.600544;-0.369070;-2.498621;15.475739;4.289150;6.00337550
5413530;0;-13.683746;-6.441713;128.004211;-144.536774;106.623703;-126.283752;38.685795;-5.064010;-4.767007;6.237025;5.035400;5.207050550
5413554;0;-14.277689;-6.104136;127.781303;-146.356705;106.839470;-126.863983;53.240776;-10.496135;-6.565364;6.422987;5.280962;5.17606350
5413578;0;-15.157200;-5.593953;127.437843;-147.499268;107.093391;-127.399986;60.496330;-14.010425;-8.871893;17.933838;6.599425;5.8245630
5413602;0;-16.326914;-4.910339;126.971649;-148.773697;107.425438;-128.083603;59.602737;-13.598440;-10.322843;23.462763;9.405612;5.743500
5413626;0;-17.765047;-4.077993;126.400597;-150.313812;107.833298;-128.911758;52.341461;-12.866969;-11.264250;25.005337;7.581700;6.575575
5413650;0;-19.393066;-3.131587;125.747261;-152.062576;108.294952;-129.867126;50.161362;-11.978145;-10.901857;26.350012;7.209775;6.370538
5413674;0;-21.154175;-2.112330;125.038429;-153.949677;108.793480;-130.887466;43.939590;-10.069845;-11.106214;25.031563;6.716250;6.706712
5413698;0;-22.984882;-1.048964;124.301582;-155.911026;109.308037;-131.949814;40.171619;-7.843970;-9.790143;24.549952;8.687963;6.57081212
5413722;0;-24.854294;0.028828;123.560204;-157.888077;109.829987;-133.024460;38.169861;-8.093830;-10.422293;24.833675;9.777537;6.34670012
5413746;0;-26.729759;1.109531;122.818336;-159.865005;110.354103;-134.102249;37.457466;-7.821080;-11.039457;25.694361;7.393350;6.09397512
5413770;0;-28.604805;2.192706;122.071693;-161.842148;110.872993;-135.170181;36.466595;-5.949970;-9.764257;25.017250;8.358951;6.620875512
5413794;0;-30.478546;3.273684;121.326958;-163.821625;111.393456;-136.244492;36.351200;-7.562635;-9.578972;24.030199;10.139937;6.55173712
5413818;0;-32.350342;4.353256;120.586716;-165.799286;111.917168;-137.324097;36.848064;-8.635520;-10.324201;25.329586;8.525837;5.78165012
5413842;0;-34.222301;5.435837;119.842010;-167.776947;112.437317;-138.395447;37.484165;-7.375715;-9.867800;25.587076;7.214537;6.196487012
5413866;0;-36.097153;6.515508;119.097893;-169.753647;112.957382;-139.471909;34.862514;-7.685660;-9.846000;25.086399;8.094300;6.093975012
5413890;0;-37.968697;7.597068;118.354820;-171.732147;113.479858;-140.540833;35.447121;-7.598875;-9.482243;25.079250;8.656975;6.175037012
5413914;0;-39.838898;8.676024;117.612984;-173.711227;114.001068;-141.615433;37.384983;-9.079930;-9.549000;24.893274;8.163450;6.027212012
5413938;0;-41.713211;9.756980;116.871460;-175.688766;114.520851;-142.681763;34.841534;-7.947920;-10.202950;25.689598;8.163450;6.52790012
5413962;0;-43.584377;10.839561;116.125656;-177.664276;115.040703;-143.755280;35.127632;-6.816860;-8.855542;26.452538;10.237688;6.6232622
5413986;0;-45.455074;11.917870;115.382805;-179.643906;115.562714;-144.828690;36.527630;-8.986470;-9.418214;24.795525;10.011188;6.4516002
5414010;0;-47.328213;12.997013;114.643463;-181.622009;116.084412;-145.897751;34.615513;-9.030340;-9.739736;25.088776;7.264613;7.11440002
5414034;0;-49.200027;14.079133;113.899712;-183.600143;116.604065;-146.970718;34.110065;-8.406634;-9.348728;25.904175;8.280275;7.00235002
5414058;0;-51.053696;15.151190;113.157524;-185.573196;117.125206;-148.052231;29.982563;-6.526945;-9.051728;25.551313;9.424675;6.25610002
5414082;0;-52.826748;16.185740;112.435410;-187.499741;117.633369;-149.102188;18.013950;-1.368520;-7.683886;23.117062;7.407662;6.01767502
5414106;0;-54.428444;17.123367;111.774872;-189.260590;118.097656;-150.064896;5.812640;5.269050;-5.341936;19.931787;6.346700;5.1593757502
5414130;0;-55.753593;17.892147;111.228615;-190.715164;118.479294;-150.870148;-6.036755;12.187000;-3.455022;14.114375;5.974762;3.23056202
5414154;0;-56.736584;18.450583;110.832626;-191.752975;118.754005;-151.433914;-13.819690;15.016554;-0.170293;10.213850;3.693100;2.8324122
5414178;0;-57.362278;18.798542;110.597038;-192.367950;118.915054;-151.764755;-15.966415;16.310690;0.775200;6.859300;3.845688;2.646437122
5414202;0;-57.685772;18.973091;110.488297;-192.645554;118.988556;-151.923050;-9.100910;15.055655;2.807886;3.659725;3.528588;1.4805757122
5414226;0;-57.814728;19.038790;110.469681;-192.719666;119.006805;-151.962494;-1.976010;12.406344;4.335128;2.532000;3.859987;1.0609627122
5414250;0;-57.842896;19.051216;110.483040;-192.723480;119.007942;-151.961594;-2.461430;12.486455;4.153929;2.436637;3.781312;0.7510137122
5414274;0;-57.838436;19.050865;110.489075;-192.722748;119.007813;-151.960129;-1.269340;12.844086;4.104886;1.037112;3.521438;0.2884757122
5414298;0;-57.830494;19.046448;110.490356;-192.721924;119.007561;-151.958649;0.569340;13.690946;4.220686;-0.050062;3.299712;0.0333757122
5414322;0;-57.824020;19.032902;110.485954;-192.719925;119.005699;-151.955139;-1.924510;16.697880;0.959121;-1.935950;1.554487;-0.40292522
5414346;0;-57.811386;19.003820;110.468178;-192.709366;118.985634;-151.934082;-4.059790;17.612453;0.546314;-4.272450;-1.444813;-0.3242372
5414370;0;-57.787945;18.956118;110.440742;-192.679733;118.921349;-151.906311;-3.233905;20.083424;0.031329;-5.247587;-2.789488;-1.0180372
5414394;0;-57.755730;18.880356;110.400696;-192.629807;118.808556;-151.857620;-3.838535;21.352764;-0.591271;-5.259512;-2.238750;-1.533025
5414418;0;-57.716751;18.776447;110.346230;-192.561844;118.655731;-151.788788;-5.476950;21.513935;-0.581736;-5.416862;-3.800388;-1.995563
5414442;0;-57.669621;18.649061;110.280983;-192.480820;118.468216;-151.707794;-4.838940;18.973351;-0.550400;-5.404938;-3.666875;-2.598763
5414466;0;-57.616852;18.514765;110.210182;-192.396759;118.267448;-151.616821;-3.997800;19.281384;-0.437321;-5.443088;-2.288813;-2.789488
5414490;0;-57.563625;18.378710;110.137512;-192.312027;118.067474;-151.522354;-4.111285;19.691463;-0.630786;-4.668225;-3.013600;-2.677438
5414514;0;-57.512283;18.241150;110.062614;-192.230179;117.866982;-151.440155;-4.844665;19.171711;-0.053129;-4.925725;-3.137587;-3.459450
5414538;0;-57.460495;18.104139;109.988205;-192.149490;117.666527;-151.347580;-4.570005;19.359585;-0.470021;-4.892337;-3.478525;-3.268712
5414562;0;-57.408012;17.969349;109.912071;-192.069153;117.466011;-151.248413;-3.814695;19.683834;-0.482286;-4.472725;-3.194800;-2.605912
5414586;0;-57.356731;17.834810;109.836220;-191.990265;117.265656;-151.163681;-3.599165;19.563671;-0.664843;-4.270075;-3.268712;-2.779950
5414610;0;-57.306656;17.700249;109.759308;-191.913696;117.065826;-151.082504;-3.776550;18.530846;-0.814707;-4.701612;-3.933900;-2.942075
5414634;0;-57.257545;17.567820;109.680252;-191.837891;116.864868;-150.987671;-4.030225;19.031521;-0.411436;-5.102150;-3.886212;-2.045625
5414658;0;-57.208786;17.437258;109.602478;-191.761200;116.663223;-150.901154;-3.031730;18.117901;-0.465936;-4.098413;-2.775187;-1.654612
5414682;0;-57.164810;17.315947;109.528976;-191.690964;116.471596;-150.831497;-2.788540;16.568180;-0.006807;-4.496562;-2.799025;-2.059925
5414706;0;-57.128029;17.213335;109.466454;-191.631363;116.307274;-150.769135;-2.241130;15.622134;0.708443;-4.434575;-1.275537;-1.9454875
