Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6;Trq1;Trq2;Trq3;Trq4;Trq5;Trq6
760765;0;-59.158783;-37.163387;58.686283;0.810619;67.255074;-154.617050;-13.182640;4.006385;-22.133415;4.608625;9.567738;-4.575250;414.875000;-126.000000;-491.750000;-24.686666;50.895691;8.880000
760789;0;-58.885723;-36.233028;56.928993;0.799494;68.078339;-154.329071;-14.370915;6.603240;-20.103451;4.634850;9.245863;-4.422662;452.250000;-207.750000;-446.625000;-24.840000;49.148525;8.574750
760813;0;-58.574886;-35.419590;55.388779;0.788311;68.801010;-154.004822;-15.209195;7.670400;-17.123899;4.506100;8.769025;-4.141325;478.625000;-241.375000;-380.375000;-24.150000;46.641724;8.047500
760837;0;-58.225994;-34.728828;54.078163;0.777011;69.416321;-153.644058;-15.905380;10.729785;-15.439985;4.820813;7.061950;-5.395400;500.500000;-337.625000;-343.000000;-25.836666;37.526077;10.489500
760861;0;-57.838543;-34.165783;53.008080;0.765529;69.918388;-153.246292;-15.686984;11.845585;-13.514921;5.078312;5.025863;-4.203312;493.625000;-372.750000;-300.250000;-27.216667;26.739229;8.158500
760885;0;-57.411797;-33.734413;52.187195;0.753795;70.302521;-152.810791;-17.504690;14.395709;-10.683871;5.350112;5.254738;-5.285738;550.875000;-453.000000;-237.375000;-28.673334;27.954649;10.267500
760909;0;-56.944813;-33.437313;51.621311;0.741735;70.565506;-152.336563;-17.821310;16.793249;-8.046286;5.717275;4.532325;-4.830350;560.875000;-528.500000;-178.750000;-30.666666;24.080500;9.379500
760933;0;-56.436424;-33.275402;51.312771;0.729267;70.705933;-151.822372;-19.051550;19.393919;-5.249293;5.843637;2.250662;-5.626675;599.625000;-610.375000;-116.625000;-31.356667;11.926304;10.933500
760957;0;-55.885048;-33.243965;51.252914;0.716284;70.727745;-151.266510;-20.964619;22.881504;0.662121;5.800713;2.017012;-5.505075;659.750000;-720.125000;14.625000;-31.126667;10.710884;10.683750
760981;0;-55.288162;-33.320225;51.398415;0.702595;70.651505;-150.666046;-21.346090;25.478359;1.495900;5.855550;-2.372262;-5.168912;671.750000;-801.875000;33.125000;-31.433332;-12.609978;10.045500
761005;0;-54.642971;-33.472305;51.688457;0.687970;70.506134;-150.017746;-20.740505;27.008053;3.931857;5.364412;-4.243850;-4.863738;652.750000;-850.000000;87.250000;-28.750000;-22.561224;9.435000
761029;0;-53.946949;-33.667572;52.060741;0.672193;70.321312;-149.318619;-21.049496;24.981495;4.010879;5.092613;-4.343975;-5.223750;662.500000;-786.250000;89.000000;-27.293333;-23.092970;10.156500
761053;0;-53.197941;-33.873676;52.453518;0.655056;70.126450;-148.566071;-22.692680;24.506565;2.940036;5.342950;-4.229537;-5.636213;714.250000;-771.250000;65.250000;-28.673334;-22.485260;10.933500
761077;0;-52.394703;-34.068676;52.824963;0.636420;69.941467;-147.758591;-25.514599;23.702620;1.931871;5.314350;-4.274837;-6.096362;803.000000;-746.000000;42.875000;-28.520000;-22.713152;11.849250
761101;0;-51.536995;-34.245594;53.161819;0.616229;69.772697;-146.895844;-26.522636;22.383686;1.079014;5.548000;-2.889625;-5.853175;834.750000;-704.500000;23.875000;-29.746666;-15.344671;11.377500
761125;0;-50.624809;-34.399090;53.453976;0.594443;69.624969;-145.977768;-24.460789;21.746635;0.474107;5.853175;-3.244875;-6.999963;769.875000;-684.375000;10.500000;-31.433332;-17.243765;13.597500
761149;0;-49.658249;-34.523449;53.690609;0.571026;69.503448;-145.004425;-26.021954;21.255489;-0.043593;5.283350;-2.205363;-6.673325;819.000000;-669.000000;-0.875000;-28.366667;-11.698413;12.959250
761173;0;-48.637589;-34.612617;53.860260;0.545951;69.413612;-143.976028;-28.141975;20.187374;-1.486364;5.137913;-2.322187;-7.071487;885.750000;-635.375000;-33.000000;-27.600000;-12.306123;13.736250
761197;0;-47.563271;-34.660168;53.950756;0.519201;69.361282;-142.893036;-27.853008;17.397881;-3.791536;5.991450;-1.885887;-7.829662;876.625000;-547.500000;-84.125000;-32.123333;-10.027211;15.207000
761221;0;-46.435947;-34.659256;53.949108;0.490771;69.352684;-141.756073;-28.294559;11.604305;-11.832372;6.048675;0.040525;-7.536400;890.500000;-365.125000;-262.875000;-32.430000;0.151927;14.652000
761245;0;-45.256535;-34.602558;53.841381;0.460674;69.394516;-140.566086;-28.409000;9.654045;-9.828293;6.170262;2.796638;-7.524487;894.125000;-303.750000;-218.375000;-33.119999;14.812925;14.624250
761269;0;-44.028900;-34.482841;53.613758;0.429010;69.493462;-139.326996;-28.468128;8.795735;-13.136178;5.435938;3.099437;-7.605550;896.000000;-276.750000;-291.875000;-29.133333;16.484127;14.763000
761293;0;-42.770294;-34.296303;53.258884;0.396245;69.653252;-138.056274;-26.980400;6.224630;-14.272414;5.731575;5.838862;-7.739063;849.125000;-195.875000;-317.125000;-30.743334;31.069160;15.040500
761317;0;-41.505173;-34.043396;52.777447;0.363057;69.873833;-136.778702;-22.587774;5.425450;-16.247879;6.017675;7.772438;-8.378025;710.875000;-170.750000;-361.000000;-32.276669;41.324265;16.289249
761341;0;-40.257824;-33.727886;52.176395;0.330132;70.152191;-135.518906;-21.086689;3.817555;-16.961779;5.147450;7.445800;-8.280275;663.625000;-120.125000;-376.875000;-27.600000;39.577099;16.094999
761365;0;-39.051750;-33.356819;51.468887;0.298149;70.482300;-134.300735;-18.038746;4.074095;-17.919537;5.466938;7.150163;-7.817738;567.750000;-128.125000;-398.125000;-29.363333;38.057823;15.179250
761389;0;-37.902103;-32.938606;50.670692;0.267567;70.856827;-133.139572;-16.180035;3.489490;-17.964493;5.748262;6.284712;-7.562624;509.250000;-109.750000;-399.125000;-30.820000;33.424038;14.679750
761413;0;-36.810734;-32.480076;49.794590;0.238487;71.269753;-132.037384;-16.631124;4.382130;-19.572121;5.950925;7.188313;-6.830688;523.375000;-137.875000;-434.875000;-31.969999;38.209751;13.264500
761437;0;-35.777344;-31.987465;48.852280;0.210943;71.715530;-130.993896;-13.727185;3.944395;-19.125257;6.437300;6.616113;-6.976125;432.000000;-124.125000;-424.875000;-34.576668;35.171204;13.542000
761461;0;-34.801525;-31.466814;47.855110;0.184953;72.188774;-130.008774;-14.338490;3.442760;-19.840508;5.793562;9.222025;-7.085800;451.250000;-108.250000;-440.750000;-31.126667;49.072563;13.764000
761485;0;-33.882740;-30.923990;46.814159;0.160522;72.684196;-129.081467;-12.841220;2.850530;-19.709721;5.495537;8.831013;-6.778237;404.125000;-89.625000;-437.875000;-29.516666;46.945580;13.181250
761509;0;-33.020325;-30.364729;45.740303;0.137645;73.196602;-128.211319;-11.502265;4.410740;-20.073479;5.886550;8.049000;-5.991450;362.000000;-138.750000;-446.000000;-31.586666;42.843536;11.627250
761533;0;-32.213551;-29.794683;44.644302;0.116309;73.720787;-127.397583;-11.733055;4.769325;-20.272387;5.631437;7.841575;-6.029600;369.250000;-150.000000;-450.375000;-30.206667;41.704082;11.710500
761557;0;-31.461622;-29.219473;43.536934;0.096490;74.251564;-126.639450;-11.640545;5.152700;-20.054407;5.772113;9.496201;-5.517000;366.375000;-162.125000;-445.500000;-30.973333;50.515873;10.711500
761581;0;-30.763365;-28.647997;42.435356;0.078156;74.780609;-125.935715;-9.527205;5.042075;-19.073486;5.564687;8.444775;-6.053438;299.750000;-158.625000;-423.750000;-29.823334;44.894558;11.766000
761605;0;-30.115620;-28.107857;41.393009;0.061218;75.282021;-125.283173;-10.017395;7.166860;-17.058506;5.486000;8.449550;-5.002012;315.250000;-225.500000;-379.000000;-29.440001;44.970520;9.712500
761629;0;-29.513823;-27.639124;40.487617;0.045549;75.718117;-124.677193;-10.505674;12.797356;-13.967236;5.488388;7.026187;-5.307188;330.625000;-402.750000;-310.250000;-29.440001;37.374149;10.295250
761653;0;-28.953184;-27.282703;39.798668;0.031011;76.050262;-124.112900;-10.013580;16.792294;-10.918207;5.557525;5.152225;-4.930488;315.125000;-528.500000;-242.500000;-29.823334;27.422903;9.573750
761677;0;-28.428801;-27.078707;39.404140;0.017457;76.240570;-123.585281;-8.502960;21.678921;-5.359643;5.822175;2.655975;-4.885187;267.625000;-682.250000;-119.000000;-31.280001;14.129251;9.490500
761701;0;-27.936724;-27.055466;39.359146;0.004760;76.262215;-123.090271;-8.092880;30.196184;6.059915;6.175037;0.402925;-5.190362;254.625000;-950.375000;134.625000;-33.119999;2.126984;10.073250
761725;0;-27.475044;-27.219095;39.675549;-0.007154;76.109444;-122.625832;-9.711265;34.850121;7.607593;6.241787;-5.922313;-3.731250;305.625000;-1096.875000;169.000000;-33.503334;-31.524942;7.242750
761749;0;-27.042368;-27.568203;40.350273;-0.018350;75.783905;-122.190453;-9.665484;39.877888;13.572143;6.091588;-7.722375;-3.373612;304.125000;-1255.125000;301.500000;-32.660000;-41.096371;6.549000
761773;0;-26.637453;-28.097521;41.372349;-0.028881;75.291306;-121.782799;-8.805270;42.532921;16.622543;6.308550;-9.534350;-3.356925;277.125000;-1338.625000;369.250000;-33.886665;-50.743763;6.521250
761797;0;-26.259216;-28.798481;42.724056;-0.038799;74.640770;-121.401703;-6.544110;43.827053;19.137514;6.530275;-11.007775;-2.186288;205.875000;-1379.375000;425.125000;-35.036667;-58.568027;4.245750
761821;0;-25.906729;-29.660151;44.382782;-0.048147;73.843956;-121.046181;-6.749150;46.187401;20.655220;6.241787;-11.358250;-3.480900;212.375000;-1453.625000;458.875000;-33.503334;-60.391155;6.743250
761845;0;-25.579205;-30.670227;46.323059;-0.056967;72.914047;-120.715401;-8.048056;44.166557;24.946756;5.836475;-11.892313;-2.748962;253.250000;-1390.125000;554.250000;-31.356667;-63.277779;5.328000
761869;0;-25.275620;-31.815620;48.517696;-0.065304;71.865105;-120.408318;-8.432385;46.294209;24.001257;6.363388;-13.139237;-3.306862;265.375000;-1457.000000;533.250000;-34.116665;-69.886620;6.410250
761893;0;-24.990372;-33.079216;50.931770;-0.073322;70.714951;-120.119263;-7.776259;45.914642;25.272364;5.745887;-12.557501;-1.542562;244.750000;-1445.125000;561.500000;-30.820000;-66.848076;2.997000
761917;0;-24.712486;-34.440186;53.523373;-0.081332;69.484673;-119.837158;-8.717535;45.755386;25.003973;5.271425;-14.133451;-2.889625;274.375000;-1440.125000;555.500000;-28.290001;-75.204079;5.605500
761941;0;-24.431864;-35.871845;56.239803;-0.089618;68.200302;-119.551819;-9.385105;43.096539;24.401800;5.307188;-13.537399;-2.448550;295.375000;-1356.375000;542.125000;-28.443333;-72.013603;4.745250
761965;0;-24.144154;-37.324127;58.985016;-0.098289;66.907814;-119.258919;-9.649275;40.143009;21.381371;5.445475;-13.370512;-2.603525;303.625000;-1263.500000;475.000000;-29.209999;-71.178001;5.050500
761989;0;-23.849842;-38.743786;61.658180;-0.107309;65.654800;-118.959023;-9.771345;35.379402;19.294193;5.588525;-12.035362;-3.199575;307.500000;-1113.500000;428.625000;-29.976667;-64.037415;6.216000
762013;0;-23.560814;-40.092716;64.188072;-0.116323;64.474350;-118.664230;-7.398605;33.082005;17.557142;6.113050;-11.677737;-2.520075;232.750000;-1041.250000;390.000000;-32.813332;-62.138321;4.884000
762037;0;-23.297583;-41.345123;66.527290;-0.124727;63.388046;-118.395393;-5.042075;30.537605;16.084393;6.864063;-10.821813;-2.231587;158.625000;-961.125000;357.375000;-36.876667;-57.580498;4.329000
762061;0;-23.078104;-42.496357;68.668633;-0.131983;62.398369;-118.170753;-3.006935;30.649185;14.142985;6.523125;-10.166162;-2.107612;94.625000;-964.625000;314.250000;-35.036667;-54.086166;4.079250
762085;0;-22.915892;-43.563465;70.645584;-0.137674;61.488857;-118.004082;-0.315665;29.833790;13.995850;6.210800;-9.107588;-2.586838;9.875000;-939.000000;310.875000;-33.349998;-48.464851;5.022750
762109;0;-22.822475;-44.561905;72.488251;-0.141438;60.644829;-117.907127;2.256390;28.672215;13.288765;6.287087;-8.783338;-2.360337;-71.000000;-902.375000;295.250000;-33.733334;-46.717686;4.578750
762133;0;-22.802927;-45.499096;74.211479;-0.143081;59.858837;-117.885124;5.110740;28.378483;12.915471;6.225100;-8.533000;-0.929825;-160.750000;-893.125000;286.875000;-33.426666;-45.350342;1.803750
762157;0;-22.859415;-46.378532;75.822678;-0.142487;59.126957;-117.940369;11.874195;27.754780;11.900493;5.683887;-7.965562;-0.007150;-373.625000;-873.500000;264.375000;-30.513334;-42.387756;0.000000
762181;0;-22.993990;-47.202694;77.327316;-0.139546;58.446201;-118.075027;13.814924;26.167864;11.862343;4.432200;-9.815688;3.345013;-434.750000;-823.625000;263.500000;-23.766666;-52.187077;-6.493500
762205;0;-23.208549;-47.973118;78.729095;-0.134151;57.814426;-118.291122;15.480995;26.482578;9.839192;2.315037;-7.088175;5.278575;-487.250000;-833.500000;218.500000;-12.420000;-37.678005;-10.239750
762229;0;-23.504820;-48.690502;80.030098;-0.126204;57.230247;-118.590477;18.637655;24.643894;10.668886;-0.307550;-7.805812;4.906650;-586.500000;-775.625000;237.000000;1.610000;-41.552155;-9.518250
762253;0;-23.884319;-49.354748;81.230980;-0.115614;56.692955;-118.974701;20.413395;25.569916;8.238379;-2.224437;-8.161063;6.039137;-642.500000;-804.750000;183.000000;11.883333;-43.375282;-11.738250
762277;0;-24.348291;-49.965141;82.331245;-0.102306;56.202366;-119.445122;20.901676;23.247715;9.440007;-3.347388;-6.914137;5.977150;-657.875000;-731.625000;209.750000;17.940001;-36.766441;-11.599500
762301;0;-24.896482;-50.524822;83.337250;-0.086257;55.755322;-120.001526;21.377560;23.525234;7.326942;-4.010200;-6.914137;5.691050;-672.750000;-740.375000;162.750000;21.543333;-36.766441;-11.044500
762325;0;-25.525480;-51.047386;84.273911;-0.067552;55.340553;-120.640465;23.088455;23.050304;9.242465;-4.301063;-5.931850;6.849763;-726.625000;-725.500000;205.250000;23.076666;-31.524942;-13.320000
762349;0;-26.231237;-51.548618;85.169830;-0.046292;54.945320;-121.357841;23.110386;24.122234;7.525850;-4.286762;-6.601800;6.499288;-727.375000;-759.125000;167.125000;23.000000;-35.095238;-12.626250
762373;0;-27.009941;-52.043739;86.052391;-0.022574;54.557533;-122.149826;24.024006;25.715824;8.739742;-4.184237;-6.804462;6.699550;-756.125000;-809.375000;194.125000;22.463333;-36.158730;-13.014750
762397;0;-27.858416;-52.546349;86.945877;0.003532;54.166580;-123.013222;25.213238;24.848934;10.115757;-4.172325;-7.557862;7.193088;-793.500000;-782.000000;224.750000;22.386667;-40.184807;-13.986000
762421;0;-28.776344;-53.060341;87.857101;0.032051;53.769627;-123.947762;25.965691;24.694439;10.183878;-4.453650;-5.648125;7.266988;-817.250000;-777.250000;226.250000;23.920000;-30.005669;-14.124750
762445;0;-29.765625;-53.581646;88.778664;0.063077;53.370090;-124.955444;26.224136;25.839806;8.982243;-4.584787;-8.292188;7.028575;-825.375000;-813.250000;199.500000;24.610001;-44.134922;-13.653000
762469;0;-30.828245;-54.105545;89.702095;0.096700;52.971825;-126.038361;28.182980;25.621410;9.995864;-4.706375;-6.754387;8.158675;-887.000000;-806.375000;222.000000;25.223333;-35.930840;-15.845250
762493;0;-31.966145;-54.627003;90.618462;0.132998;52.578831;-127.198509;29.038425;24.415014;9.434557;-4.839888;-5.123613;8.342262;-913.875000;-768.375000;209.625000;25.990000;-27.270975;-16.205999
762517;0;-33.181164;-55.140648;91.518349;0.172034;52.195267;-128.437790;29.518124;23.413654;8.870528;-5.042550;-5.605213;8.418550;-929.000000;-736.875000;197.000000;27.063334;-29.777779;-16.344749
762541;0;-34.474983;-55.640755;92.391846;0.213847;51.825451;-129.757950;31.540871;22.699354;8.914128;-4.606237;-6.365775;8.447163;-992.625000;-714.375000;198.000000;24.686666;-33.879818;-16.400249
762565;0;-35.849060;-56.121223;93.228516;0.258450;51.473862;-131.160416;31.960484;22.319790;8.241107;-4.267687;-5.302425;8.621213;-1005.875000;-702.500000;183.000000;22.923334;-28.182539;-16.761000
762589;0;-37.304394;-56.575550;94.017334;0.305812;51.145153;-132.646179;33.473007;22.091866;6.696150;-5.147450;-4.773138;9.081362;-1053.500000;-695.250000;148.750000;27.600000;-25.371881;-17.649000
762613;0;-38.835266;-56.995743;94.744873;0.355655;50.844902;-134.209305;31.515121;20.581245;6.839207;-5.602825;-5.681512;9.250637;-991.875000;-647.750000;151.875000;30.053333;-30.233561;-17.982000
762637;0;-40.417336;-57.371414;95.393654;0.407075;50.580151;-135.824799;30.812260;18.629070;5.475450;-5.466938;-6.554125;9.732238;-969.750000;-586.250000;121.625000;29.363333;-34.867348;-18.925501
762661;0;-42.019840;-57.693871;95.949265;0.458948;50.356522;-137.461136;27.734756;17.989155;3.861014;-4.653925;-4.255762;9.651175;-872.875000;-566.125000;85.750000;24.993334;-22.637188;-18.759001
762685;0;-43.611183;-57.957470;96.402550;0.510132;50.177349;-139.085861;26.218410;16.693115;2.403257;-4.732600;-4.718300;9.474750;-825.125000;-525.375000;53.375000;25.376667;-25.068027;-18.398251
762709;0;-45.160534;-58.159927;96.750084;0.559531;50.043518;-140.667389;22.136684;15.150070;0.972743;-4.322525;-5.493163;8.745188;-696.750000;-476.750000;21.500000;23.153334;-29.170069;-16.983000
762733;0;-46.650761;-58.304218;96.997421;0.606525;49.952255;-142.188110;20.472525;14.718056;0.313350;-5.736350;-3.373612;8.864400;-644.250000;-463.250000;6.875000;30.820000;-17.927437;-17.232750
762757;0;-48.078239;-58.396591;97.155571;0.650966;49.898632;-143.644272;19.965170;13.235090;-0.592636;-4.925725;-2.396100;8.409013;-628.375000;-416.500000;-13.125000;26.450001;-12.685941;-16.344749
762781;0;-49.440697;-58.443272;97.235382;0.692775;49.877892;-145.033508;19.022940;12.373919;-1.878736;-6.101125;-1.378050;8.556838;-598.625000;-389.375000;-41.625000;32.736668;-7.292517;-16.622250
762805;0;-50.736317;-58.450230;97.247177;0.731910;49.885548;-146.353958;18.216129;10.469435;-7.024486;-5.044925;-1.101488;8.368487;-573.250000;-329.500000;-156.000000;27.063334;-5.849206;-16.261499
762829;0;-51.963711;-58.423195;97.200775;0.768365;49.917377;-147.604233;18.436430;8.819580;-6.130757;-4.470337;0.391000;8.058537;-580.250000;-277.500000;-136.125000;23.996666;2.051020;-15.651000
762853;0;-53.121887;-58.367615;97.105492;0.802160;49.969402;-148.783371;15.766139;7.184980;-8.057178;-4.954337;2.412787;7.064337;-496.125000;-226.125000;-179.000000;26.603333;12.837869;-13.736250
762877;0;-54.210201;-58.288654;96.970116;0.833340;50.037880;-149.890762;16.542431;6.368635;-8.380071;-4.744525;2.069463;6.952275;-520.625000;-200.375000;-186.125000;25.453333;11.014739;-13.514250
762901;0;-55.228302;-58.191181;96.802933;0.861970;50.119297;-150.926117;13.832089;5.238530;-9.390965;-5.249975;2.171988;6.220337;-435.250000;-164.875000;-208.625000;28.136667;11.546485;-12.071250
762925;0;-56.176090;-58.079758;96.611710;0.888127;50.210354;-151.889435;14.201159;5.066870;-9.117122;-4.980563;2.369875;6.554125;-446.875000;-159.375000;-202.500000;26.756666;12.609978;-12.737250
762949;0;-57.053669;-57.958633;96.403702;0.911899;50.307980;-152.780884;13.126370;5.596160;-9.076250;-5.054462;3.104200;6.155962;-413.125000;-176.125000;-201.625000;27.139999;16.484127;-11.960250
762973;0;-57.861301;-57.831753;96.185631;0.933379;50.409313;-153.600830;11.609076;5.675315;-9.040829;-4.634850;3.156650;5.843637;-365.375000;-178.625000;-200.875000;24.840000;16.787981;-11.349750
762997;0;-58.599373;-57.702732;95.963707;0.952663;50.511700;-154.349777;10.688780;5.357740;-8.965899;-4.401200;3.144737;5.989062;-336.375000;-168.625000;-199.125000;23.613333;16.712019;-11.627250
763021;0;-59.268353;-57.574894;95.743629;0.969847;50.612713;-155.028275;10.646820;5.209920;-8.832385;-4.372587;3.011225;4.968637;-335.000000;-163.875000;-196.250000;23.459999;16.028345;-9.657000
763045;0;-59.868767;-57.451237;95.530579;0.985024;50.710125;-155.636948;9.378430;5.938525;-8.915485;-4.448887;2.176750;4.875650;-295.125000;-186.875000;-198.000000;23.843334;11.546485;-9.462750
763069;0;-60.401154;-57.334450;95.329216;0.998282;50.801926;-156.176437;6.620405;6.753920;-8.723393;-4.417887;2.691738;4.434575;-208.375000;-212.500000;-193.750000;23.690001;14.281179;-8.602500
763093;0;-60.866058;-57.226925;95.143677;1.009704;50.886330;-156.647354;7.338520;6.911275;-8.027207;-4.327288;1.900187;4.792212;-230.875000;-217.500000;-178.250000;23.230000;10.103174;-9.296250
763117;0;-61.264004;-57.130745;94.977608;1.019362;50.961750;-157.050293;6.743430;7.376670;-7.634843;-4.227150;2.038475;4.088875;-212.125000;-232.125000;-169.625000;22.693333;10.786848;-7.936500
763141;0;-61.595463;-57.047691;94.834122;1.027322;51.026836;-157.385834;4.515645;8.423805;-7.307864;-4.298675;1.635550;3.890987;-142.125000;-265.125000;-162.375000;23.076666;8.659863;-7.548000
763165;0;-61.860859;-56.979252;94.715820;1.033639;51.080448;-157.654419;2.912520;9.107585;-6.826943;-4.487038;2.038475;3.852838;-91.625000;-286.625000;-151.625000;24.073334;10.786848;-7.492500
763189;0;-62.060551;-56.926609;94.624794;1.038360;51.121677;-157.856476;2.739905;8.977890;-6.472722;-4.558562;1.404275;3.566737;-86.125000;-282.500000;-143.750000;24.456667;7.444445;-6.909750
763213;0;-62.196018;-56.890327;94.562042;1.041545;51.150085;-157.993530;2.117155;9.510040;-5.583078;-4.484650;1.115788;3.378387;-66.625000;-299.250000;-124.000000;24.073334;5.925170;-6.549000
763237;0;-62.276363;-56.868557;94.524376;1.043427;51.167130;-158.074814;0.875470;10.196685;-5.295614;-4.575250;1.325600;3.015988;-27.500000;-320.875000;-117.625000;24.533333;6.988662;-5.855250
763261;0;-62.316021;-56.857723;94.505630;1.044354;51.175613;-158.114929;0.589370;10.422705;-5.258828;-4.549025;1.456738;2.634525;-18.500000;-328.000000;-116.750000;24.379999;7.748299;-5.106000
763285;0;-62.329494;-56.854023;94.499229;1.044668;51.178509;-158.128555;1.629825;10.703085;-4.746572;-4.494188;1.430500;2.663125;-51.250000;-336.875000;-105.375000;24.073334;7.596372;-5.161500
763309;0;-62.331078;-56.853584;94.498474;1.044705;51.178852;-158.130157;2.557750;11.483191;-3.004071;-4.398812;1.552100;2.653587;-80.500000;-361.375000;-66.625000;23.613333;8.204082;-5.133750
763333;0;-62.331078;-56.853584;94.498474;1.044705;51.178852;-158.130157;1.803395;11.540410;-3.050393;-4.343975;1.513950;2.439013;-56.750000;-363.125000;-67.750000;23.306667;8.052155;-4.717500
