Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
1853272;0;0.625935;-89.517906;90.282257;4.939811;90.483337;-143.840378;3.425595;6.963725;-1.265657;4.584787;0.438687;-1.435275
1853296;0;0.608170;-89.519257;90.328461;4.917862;90.485390;-143.839264;12.260435;9.239195;7.843286;13.935563;2.188675;-2.160063
1853320;0;0.500735;-89.553230;90.596001;4.454049;90.550049;-143.732300;20.685194;12.479780;18.790106;33.454887;6.952275;-7.495875
1853344;0;0.225802;-89.664337;91.355560;2.790910;90.798042;-143.163940;32.463070;15.778540;31.948086;54.130547;11.408325;-9.942050
1853368;0;-0.296971;-89.884766;92.809402;-0.525433;91.300072;-141.978363;36.665916;16.570089;40.272301;69.880470;11.918537;-11.794562
1853392;0;-1.092645;-90.221153;95.016655;-5.592686;92.066391;-140.179626;38.006779;19.411085;43.815880;76.575272;14.324188;-13.887875
1853416;0;-2.120109;-90.661880;97.898354;-12.265448;93.074707;-137.793930;35.646435;19.236561;38.527077;71.370605;14.011849;-14.650813
1853440;0;-3.297162;-91.159584;101.180916;-19.865383;94.225418;-135.068863;28.241154;17.924305;30.513487;60.095776;12.276162;-14.333714
1853464;0;-4.535914;-91.673401;104.605049;-27.725193;95.414833;-132.240860;24.961470;16.652103;26.076180;57.528011;10.869500;-13.384813
1853488;0;-5.784928;-92.188271;108.058571;-35.616528;96.606804;-129.410629;24.669645;16.461369;26.138851;54.457188;11.422626;-13.315675
1853512;0;-7.033788;-92.703568;111.516670;-43.506123;97.798988;-126.591797;24.848934;16.261099;27.606142;56.242935;12.087812;-13.742438
1853536;0;-8.284197;-93.217216;114.977448;-51.396645;98.992470;-123.771645;24.104115;16.586300;27.472628;54.931633;10.740750;-13.256063
1853560;0;-9.522575;-93.728287;118.411766;-59.253807;100.180305;-120.961815;19.841190;15.014646;21.054401;52.061073;10.898112;-13.103475
1853584;0;-10.684336;-94.211983;121.640205;-66.718391;101.309853;-118.271729;12.322425;10.971065;7.014950;36.158550;6.742475;-10.6739885
1853608;0;-11.668876;-94.616730;124.339516;-72.965820;102.255730;-116.014313;1.729965;6.735800;-3.064014;21.734238;5.569450;-7.643688885
1853632;0;-12.394875;-94.912315;126.319847;-77.506996;102.943947;-114.368156;-1.435275;4.081725;-8.435928;13.184537;2.615450;-5.45501385
1853656;0;-12.838985;-95.093239;127.547394;-80.304085;103.365829;-113.358307;-2.850530;2.636905;-12.141636;0.472062;1.678463;-3.21865085
1853680;0;-13.043661;-95.171486;128.105392;-81.491348;103.542931;-112.931244;-4.263875;1.663205;-10.999950;-3.573887;2.365100;-1.7714505
1853704;0;-13.097614;-95.185120;128.252075;-81.704514;103.573746;-112.866608;-2.348895;1.729965;-5.226129;3.314013;3.345013;-1.671313505
1853728;0;-13.094967;-95.181450;128.262268;-81.711960;103.574577;-112.870155;0.102995;2.353665;-4.325593;4.260538;3.526200;-1.0585753505
1853752;0;-13.092835;-95.180428;128.258194;-81.710983;103.574539;-112.875992;-0.186920;1.793860;-4.502700;2.293575;3.311625;-0.383850505
1853776;0;-13.092682;-95.152458;128.263290;-81.709404;103.574493;-112.883789;-1.340865;-10.601040;-1.197536;0.579350;3.008837;-0.0119125
1853800;0;-13.091187;-94.994057;128.277954;-81.707039;103.574455;-112.891953;-1.078605;-24.830814;-1.444129;-0.278937;2.784725;0.3147125
1853824;0;-13.088881;-94.564888;128.287338;-81.704437;103.574417;-112.901489;-0.834465;-44.507023;0.329693;-1.232612;2.365100;0.50306225
1853848;0;-13.088683;-93.678474;128.295212;-81.701599;103.574883;-112.909622;-1.493450;-64.059258;1.464564;-1.733300;1.888275;0.59127525
1853872;0;-13.087650;-92.156372;128.300201;-81.699425;103.575241;-112.916000;-1.312255;-76.487541;1.739771;-2.462862;1.442425;0.71525025
1853896;0;-13.086365;-89.956177;128.282593;-81.697273;103.575111;-112.923645;-1.027105;-77.597610;-1.585821;-2.493850;1.204013;0.6937885
1853920;0;-13.086112;-87.136444;128.258057;-81.695961;103.574585;-112.927315;-1.253125;-67.317001;-0.132150;-1.997937;1.018037;0.9131375
1853944;0;-13.085903;-83.851555;128.246567;-81.693954;103.573883;-112.931618;-1.375195;-54.860115;-1.591271;-2.534387;1.053800;0.9083635
1853968;0;-13.085145;-80.290901;128.234344;-81.693001;103.573074;-112.934578;-1.143455;-43.088909;-1.818793;-2.732275;1.015663;0.9369755
1853992;0;-13.085025;-76.605576;128.230820;-81.692207;103.572510;-112.936676;-1.293180;-38.791653;-0.758850;-2.768038;1.204013;1.0323505
1854016;0;-13.084970;-72.867462;128.233871;-81.691826;103.571823;-112.938339;-1.323695;-34.097668;0.370564;-2.505775;1.132488;1.06572505
1854040;0;-13.084772;-69.121353;128.234909;-81.691399;103.571480;-112.939850;-1.363750;-32.941814;0.889636;-2.722738;0.998962;1.07765005
1854064;0;-13.084574;-65.377098;128.235596;-81.690781;103.571236;-112.941353;-1.256940;-32.037727;1.155307;-2.934925;1.318450;1.09195005
1854088;0;-13.084585;-61.632618;128.236282;-81.690178;103.570839;-112.942665;-1.348495;-31.245228;1.478193;-3.116125;1.218313;1.07526205
1854112;0;-13.084442;-57.885777;128.236725;-81.690132;103.570839;-112.944046;-1.452445;-30.302044;1.784729;-3.306862;1.146788;1.12295005
1854136;0;-13.084277;-54.139812;128.237106;-81.690392;103.570770;-112.944389;-1.276965;-28.431889;2.159386;-3.182888;1.404275;1.08956205
1854160;0;-13.084299;-50.395958;128.237488;-81.690201;103.570618;-112.944519;-1.425740;-29.088970;2.440043;-3.263950;1.213550;1.14678805
1854184;0;-13.084277;-46.652092;128.237823;-81.689774;103.570641;-112.944832;-1.451490;-28.607365;2.758843;-3.454675;1.213550;1.22070005
1854208;0;-13.084134;-42.905609;128.238129;-81.689369;103.570564;-112.945084;-1.356120;-25.823589;3.092628;-3.657338;1.285075;1.16825005
1854232;0;-13.084156;-39.160988;128.238419;-81.689438;103.570564;-112.945480;-1.447675;-26.433939;3.354207;-3.738400;1.199238;1.23261205
1854256;0;-13.084146;-35.417603;128.238663;-81.689751;103.570541;-112.945892;-1.455305;-26.329041;3.641671;-3.647800;1.289837;1.22546205
1854280;0;-13.084068;-31.672705;128.238876;-81.689705;103.570496;-112.946220;-1.464840;-25.073051;3.884178;-3.678787;1.277912;1.22785005
1854304;0;-13.084036;-27.934267;128.238312;-81.689270;103.570511;-112.946404;-1.497265;-22.619244;2.644400;-3.864763;1.254075;1.23023705
1854328;0;-13.084024;-24.244497;128.231781;-81.688988;103.570534;-112.946854;-1.499175;-15.653610;0.073564;-4.029263;1.327987;1.26361305
1854352;0;-13.083915;-20.684992;128.219803;-81.688942;103.570435;-112.947052;-1.420970;-6.402015;-0.077650;-4.088875;1.325600;1.22785005
1854376;0;-13.083783;-17.366396;128.207092;-81.689438;103.570221;-112.947144;-1.382825;7.025715;-0.625336;-3.643025;1.475800;1.220700005
1854400;0;-13.083761;-14.415744;128.195984;-81.689178;103.570007;-112.947334;-1.399040;16.909595;-1.066750;-3.883837;1.647462;1.23977505
1854424;0;-13.083717;-11.934020;128.190613;-81.688194;103.569702;-112.947510;-1.332280;24.567600;-0.565386;-3.345013;1.735675;1.25168805
1854448;0;-13.083607;-9.977421;128.191483;-81.688194;103.569679;-112.947510;-1.564025;29.870983;0.089914;-3.762237;1.745212;1.2230758805
