Time,Label,A1,A2,A3,A4,A5,A6,Cur1,Cur2,Cur3,Cur4,Cur5,Cur6
6360829,1,0.625829,-89.518608,90.282906,4.939102,90.483406,-143.840668,-2.06184,6.415365,-6.510864,-2.183913,-1.21355,3.4976
6360853,1,0.603153,-89.527969,90.345665,4.795821,90.505051,-143.789566,8.38947,9.099005,5.619864,11.763562,0.712862,2.7585
6360877,1,0.452082,-89.590355,90.763786,3.841241,90.649261,-143.449142,20.494459,12.02011,19.600729,34.513462,7.364737,-5.753037
6360901,1,0.065521,-89.749977,91.833656,1.398671,91.018272,-142.578079,33.559795,15.00797,33.236904,58.51506,11.723038,-11.124599
6360925,1,-0.594366,-90.022469,93.660004,-2.77097,91.648193,-141.091095,38.63525,16.283985,43.183727,74.846741,12.464512,-11.851788
6360949,1,-1.527618,-90.407845,96.242935,-8.667932,92.53907,-138.988113,39.810181,19.759174,46.174179,81.918243,14.817713,-13.411037
6360973,1,-2.672312,-90.880531,99.411072,-15.900933,93.63179,-136.408676,36.438938,20.09201,41.85268,76.847076,14.803401,-14.181126
6360997,1,-3.904824,-91.389481,102.82225,-23.688831,94.808342,-133.631348,29.184341,19.155499,32.953529,63.345425,12.695787,-13.620851
6361021,1,-5.152714,-91.904785,106.276001,-31.573898,95.999573,-130.819382,23.826595,17.835615,28.027121,61.576359,11.465538,-12.712476
6361045,1,-6.4012,-92.420326,109.731392,-39.462734,97.191368,-128.006058,23.165699,16.72077,28.051641,57.582848,11.899463,-13.01765
6361069,1,-7.649664,-92.935867,113.186729,-47.351429,98.383148,-125.19278,24.611469,17.08412,29.191965,59.914589,12.342925,-13.179774
6361093,1,-8.897861,-93.451294,116.641327,-55.238441,99.574669,-122.380112,23.159979,17.744061,29.591148,57.651985,11.346337,-12.650487
6361117,1,-10.125373,-93.958176,120.038666,-62.994743,100.746445,-119.614052,19.174574,16.013145,22.803715,54.750435,10.96725,-12.595651
6361141,1,-11.232086,-94.415176,123.101685,-69.987755,101.80291,-117.120201,12.331961,12.03632,8.554457,38.726322,7.200237,-10.180462
6361165,1,-12.09326,-94.77079,125.485123,-75.429268,102.624977,-115.179642,1.93977,7.538795,-1.771107,24.373526,5.955688,-7.097712
6361189,1,-12.676609,-95.011673,127.09964,-79.115295,103.181839,-113.865128,-1.40953,4.28009,-6.824214,15.182487,2.746575,-5.345337
6361213,1,-12.986551,-95.139664,127.957458,-81.07373,103.477715,-113.16671,-3.01933,2.163885,-11.3133,2.319813,1.864425,-3.216263
6361237,1,-13.078214,-95.177513,128.211151,-81.652924,103.565208,-112.960159,-5.24139,1.408575,-10.820114,-2.996912,2.374638,-1.714225
6361261,1,-13.083869,-95.179848,128.226807,-81.68866,103.57061,-112.947418,-2.285955,1.312255,-5.328314,3.552425,3.254412,-1.888275
6361285,1,-13.083853,-95.17984,128.226761,-81.688553,103.570595,-112.947456,-0.137325,2.392765,-4.4918,4.2963,3.416538,-1.282687
6361309,1,-13.08385,-95.179642,128.226746,-81.688538,103.570595,-112.947456,0.259395,1.808165,-4.487714,2.107612,3.08275,-0.741475
6361333,1,-13.083852,-95.14975,128.226761,-81.688545,103.570595,-112.947456,-0.995635,-9.350775,-1.551764,0.38385,2.806175,-0.2551
6361357,1,-13.083852,-94.943985,128.226761,-81.688545,103.570595,-112.947456,-1.06716,-24.456974,-1.613071,-0.20265,2.460475,0.054825
6361381,1,-13.083852,-94.371696,128.226746,-81.688545,103.570595,-112.947456,-0.054355,-46.24271,0.021793,-0.982275,2.150525,0.42915
6361405,1,-13.083852,-93.250359,128.226746,-81.688538,103.570595,-112.947464,-0.676155,-68.648331,1.141679,-1.425738,1.761913,0.524512
6361429,1,-13.083853,-91.416626,128.226746,-81.688538,103.570587,-112.947472,-0.767705,-84.74826,1.460479,-2.017012,1.413813,0.622262
6361453,1,-13.083854,-88.852455,128.226746,-81.688538,103.570587,-112.947472,-0.54359,-86.454391,-1.0286,-1.797675,1.204013,0.679488
6361477,1,-13.083856,-85.728088,128.226746,-81.688538,103.570587,-112.947487,-0.35095,-75.339317,0.750671,-1.425738,1.075262,0.66995
