# Temp Start [C] | A1:308.0 | A2:309.0 | A3:306.0 | A4:313.0 | A5:307.0 | A6:305.0
Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
3411851;0;0.625935;-89.518578;90.282318;4.940026;90.483208;-143.839722;3.173825;8.374209;-3.555836;4.165163;-0.176425;-2.100462
3411875;0;0.625935;-89.518578;90.282318;4.940026;90.483208;-143.839783;3.137585;8.367535;-3.570829;4.127025;-0.166887;-2.110000
3411899;0;0.625935;-89.518578;90.282318;4.940050;90.483231;-143.839722;3.162380;8.368490;-3.580364;4.148475;-0.181188;-2.110000
3411923;0;0.625946;-89.518578;90.282318;4.940026;90.483261;-143.839844;3.170010;8.380885;-3.573550;4.115100;-0.176425;-2.105225
3411947;0;0.625935;-89.518593;90.282318;4.940050;90.483261;-143.839783;3.162380;8.362770;-3.584450;4.127025;-0.171650;-2.095688
3411971;0;0.625957;-89.518578;90.282318;4.940026;90.483261;-143.839783;3.142355;8.360860;-3.570829;4.138937;-0.176425;-2.005100
3411995;0;0.625957;-89.518578;90.282326;4.940026;90.483208;-143.839783;3.122325;8.368490;-3.572186;4.134175;-0.181188;-2.026550
3412019;0;0.625946;-89.518578;90.282318;4.940026;90.483261;-143.839844;3.138540;8.369445;-3.557200;4.103175;-0.193112;-1.962175
3412043;0;0.624067;-89.518570;90.282326;4.940050;90.483261;-143.839783;8.915899;8.363720;-3.569464;4.129400;-0.174038;-2.076625
3412067;0;0.549844;-89.518578;90.282318;4.940050;90.483231;-143.839844;25.064465;8.396145;-3.550393;4.158012;-0.185962;-2.005100
3412091;0;0.248972;-89.518631;90.282349;4.940098;90.482536;-143.839996;41.738510;8.799550;-3.553114;4.181850;0.019063;-2.0146250
3412115;0;-0.482520;-89.519524;90.282402;4.940289;90.482796;-143.840057;59.992790;10.066985;-3.415514;4.320138;0.188350;-2.031325
3412139;0;-1.849241;-89.521919;90.282654;4.940480;90.482460;-143.839996;72.797775;12.404440;-3.077643;4.477500;0.078675;-2.038475
3412163;0;-3.953793;-89.528465;90.282944;4.940599;90.482841;-143.840179;73.496811;13.709065;-2.861022;4.510875;-1.106250;-1.990788
3412187;0;-6.737520;-89.535553;90.283104;4.940552;90.483032;-143.839645;65.260887;15.500066;-2.976821;4.465575;0.324237;-1.9764878
3412211;0;-10.034209;-89.540039;90.283440;4.940361;90.482460;-143.839737;50.618172;16.433714;-2.702979;4.408350;0.247950;-1.938337
3412235;0;-13.620893;-89.541489;90.283592;4.940217;90.482460;-143.839676;38.692471;16.671181;-2.820150;4.477500;-0.033375;-1.957412
3412259;0;-17.328428;-89.541748;90.283630;4.940098;90.482658;-143.839676;33.706665;16.379354;-2.846036;4.391663;0.452987;-1.9216502
3412283;0;-21.068274;-89.542343;90.283539;4.940050;90.482872;-143.839539;31.114574;16.217230;-2.826957;4.367825;0.343313;-1.9240382
3412307;0;-24.813820;-89.542816;90.283524;4.940074;90.482536;-143.839539;30.499454;16.517635;-2.922328;4.336825;0.600812;-1.8644252
3412331;0;-28.557598;-89.543167;90.283615;4.940026;90.481979;-143.839554;31.626701;16.530991;-2.905979;4.301063;0.350475;-1.8119752
3412355;0;-32.301640;-89.543541;90.283722;4.940026;90.482368;-143.839554;30.805584;16.679760;-2.753393;4.270075;0.276563;-1.8644252
3412379;0;-36.045429;-89.544098;90.283798;4.939979;90.482948;-143.839401;30.767441;16.739845;-2.731593;4.272450;0.703325;-1.8382002
3412403;0;-39.788986;-89.544769;90.283752;4.939979;90.483261;-143.839325;31.300539;16.627310;-2.738407;4.260538;0.536438;-1.8334382
3412427;0;-43.533997;-89.545059;90.283691;4.939979;90.482971;-143.839462;30.529976;16.856190;-2.779279;4.248612;0.643725;-1.7881372
3412451;0;-47.277695;-89.545387;90.283752;4.940026;90.482346;-143.839355;30.290600;16.814230;-2.746578;4.177088;0.464913;-1.7499872
3412475;0;-51.021286;-89.546066;90.283928;4.939979;90.482750;-143.839539;30.479431;16.766544;-2.660750;4.234313;0.283713;-1.7595252
3412499;0;-54.765163;-89.546509;90.283989;4.940026;90.483406;-143.839325;31.756401;16.756054;-2.579007;4.174700;0.655650;-1.7261502
3412523;0;-58.509384;-89.546738;90.283928;4.939979;90.483475;-143.839310;30.213356;16.785620;-2.589900;4.127025;0.600812;-1.7261502
3412547;0;-62.253479;-89.546967;90.283890;4.940026;90.483284;-143.839645;29.584879;16.874310;-2.663471;4.155625;0.560275;-1.6689252
3412571;0;-65.996513;-89.547318;90.283943;4.940026;90.482704;-143.839737;32.267570;16.785620;-2.610336;4.138937;0.457763;-1.6665382
3412595;0;-69.741486;-89.547661;90.284073;4.940026;90.482895;-143.839539;29.887196;16.784664;-2.517700;4.124637;0.369538;-1.6665382
