# Temp Start [C] | A1:314.0 | A2:311.0 | A3:309.0 | A4:312.0 | A5:308.0 | A6:308.0
Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
4906775;0;0.625990;-89.518532;90.282501;4.940026;90.483261;-143.839981;0.534055;5.944250;-5.994522;3.297325;-0.059600;-1.647462
4906799;0;0.625990;-89.518532;90.282501;4.940026;90.483261;-143.840042;0.548360;6.015775;-6.012228;3.283013;-0.078675;-1.599788
4906823;0;0.625990;-89.518547;90.282478;4.940050;90.483261;-143.840042;0.547405;5.949020;-6.042207;3.261562;-0.095362;-1.583087
4906847;0;0.625990;-89.518532;90.282471;4.940050;90.483261;-143.839981;0.552175;5.951880;-6.040843;3.283013;-0.066750;-1.587862
4906871;0;0.625990;-89.518547;90.282471;4.940026;90.483208;-143.839981;0.544545;5.968090;-6.051743;3.287787;-0.076288;-1.595012
4906895;0;0.625990;-89.518532;90.282494;4.940050;90.483261;-143.840042;0.532150;5.943295;-6.038115;3.290175;-0.076288;-1.590250
4906919;0;0.625990;-89.518555;90.282478;4.940026;90.483261;-143.839981;0.532150;5.961415;-6.039479;3.223413;-0.078675;-1.630775
4906943;0;0.625990;-89.518547;90.282494;4.940050;90.483261;-143.839981;0.526425;5.935665;-6.014957;3.280638;-0.097750;-1.616475
4906967;0;0.623958;-89.518532;90.282471;4.940050;90.483261;-143.839981;6.134030;5.940435;-6.036757;3.230562;-0.076288;-1.606938
4906991;0;0.547053;-89.518547;90.282455;4.940026;90.483261;-143.839981;20.851135;5.999565;-6.004057;3.256787;-0.059600;-1.614087
4907015;0;0.247764;-89.518631;90.282471;4.940122;90.482460;-143.840134;38.733479;6.390570;-6.027221;3.278250;0.104900;-1.6188507
4907039;0;-0.480948;-89.520226;90.282516;4.940408;90.482819;-143.840317;58.398247;7.278440;-5.930486;3.514288;0.312325;-1.616475
4907063;0;-1.845538;-89.524223;90.282623;4.940623;90.482330;-143.840057;72.220802;8.909225;-5.531307;3.702638;0.207412;-1.618850
4907087;0;-3.950255;-89.532654;90.282745;4.940791;90.482864;-143.840424;72.867386;9.855269;-5.291529;3.783700;-1.006125;-1.564025
4907111;0;-6.735773;-89.540329;90.282806;4.940671;90.483055;-143.839966;63.712120;11.528965;-5.397793;3.812312;0.410075;-1.552100
4907135;0;-10.033627;-89.544167;90.282928;4.940456;90.482460;-143.839798;48.580162;12.567520;-5.070822;3.690712;0.247950;-1.573562
4907159;0;-13.619355;-89.544891;90.282928;4.940289;90.482384;-143.839798;37.899971;12.833595;-5.166186;3.683563;0.150200;-1.585475
4907183;0;-17.327198;-89.544800;90.282928;4.940145;90.482796;-143.839722;32.672878;12.537954;-5.179807;3.619187;0.374312;-1.561638
4907207;0;-21.067856;-89.544945;90.282822;4.940098;90.482994;-143.839661;30.112263;12.456890;-5.181171;3.578662;0.495900;-1.506800
4907231;0;-24.813820;-89.544960;90.282776;4.940026;90.482582;-143.839676;28.887745;12.668605;-5.217957;3.609650;0.581738;-1.482962
4907255;0;-28.557148;-89.544960;90.282806;4.940026;90.482079;-143.839752;30.469891;12.781140;-5.158014;3.535738;0.360000;-1.492500
4907279;0;-32.301155;-89.545036;90.282906;4.940026;90.482368;-143.839676;29.466625;12.839314;-5.005422;3.554812;0.374312;-1.459113
4907303;0;-36.045559;-89.545212;90.283005;4.940002;90.483017;-143.839523;29.010769;13.021464;-4.922321;3.521438;0.605575;-1.492500
4907327;0;-39.789249;-89.545471;90.282928;4.939979;90.483307;-143.839523;29.856678;12.934680;-4.953650;3.492825;0.610350;-1.454350
