Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6;Auto_Label
2612764;AWARIA;0.626034;-89.518631;90.282623;4.940026;90.483261;-143.841034;-2.66647;7.051465;-2.574914;-2.417562;1.394737;-2.126688;AWARIA
2612788;AWARIA;0.610532;-89.519478;90.326889;4.923618;90.484802;-143.840393;8.017535;9.716985;7.156642;11.606213;3.411762;-2.89677588;AWARIA
2612812;AWARIA;0.508942;-89.553383;90.591919;4.466038;90.550285;-143.75621;20.22171;12.709615;18.513542;33.144951;7.655612;-10.004038;AWARIA
2612836;AWARIA;0.235195;-89.665764;91.349854;2.804093;90.799217;-143.138153;32.894127;15.41519;32.265518;56.350224;11.606213;-8.752337;AWARIA
2612860;AWARIA;-0.287249;-89.886223;92.796593;-0.508428;91.299026;-141.961807;37.755009;16.360279;42.287277;75.745575;13.091562;-11.711112;AWARIA
2612884;AWARIA;-1.081461;-90.221558;95.001572;-5.583586;92.066551;-140.168533;41.78524;19.657135;45.685085;79.147812;14.507763;-13.678062;AWARIA
2612908;AWARIA;-2.112726;-90.660675;97.883911;-12.258234;93.076355;-137.781219;37.89043;20.03479;41.087013;73.900208;13.663763;-14.190662;AWARIA
2612932;AWARIA;-3.294954;-91.157478;101.168373;-19.860415;94.226234;-135.058029;26.88026;18.747326;32.645626;61.190121;12.27855;-13.494487;AWARIA
2612956;AWARIA;-4.533442;-91.671013;104.595818;-27.72118;95.415062;-132.229294;26.561733;17.310139;27.660635;59.845436;11.503688;-12.526501;AWARIA
2612980;AWARIA;-5.782896;-92.187057;108.051743;-35.613831;96.606544;-129.402359;25.286669;16.83235;27.111593;56.524277;12.454975;-12.817375;AWARIA
2613004;AWARIA;-7.032612;-92.703194;111.510406;-43.505478;97.799973;-126.58699;24.894711;16.628265;29.196056;57.008259;11.889925;-13.375275;AWARIA
2613028;AWARIA;-8.284527;-93.216171;114.972755;-51.395119;98.99334;-123.768196;23.774145;17.466545;29.411312;56.607712;10.588162;-12.717238;AWARIA
2613052;AWARIA;-9.52029;-93.726845;118.405525;-59.252087;100.179939;-120.961632;21.00658;15.769956;22.062571;51.596165;11.370175;-12.390613;AWARIA
2613076;AWARIA;-10.675174;-94.204872;121.624016;-66.685577;101.304695;-118.280083;14.83154;8.372305;8.092607;37.138451;7.653225;-9.763238613;AWARIA
2613100;AWARIA;-11.658504;-94.535835;124.31794;-72.894188;102.244774;-116.038208;2.083775;-6.311415;0.089914;23.488989;6.0606;-7.266988613;AWARIA
2613124;AWARIA;-12.383053;-94.561478;126.311035;-77.433525;102.934486;-114.394714;-1.201625;-31.006809;-5.855557;12.0902;2.236362;-5.152225;AWARIA
2613148;AWARIA;-12.828922;-94.12928;127.553741;-80.22821;103.357895;-113.389412;-2.9726;-57.535172;-9.306493;3.893375;0.5412;-2.8824755;AWARIA
2613172;AWARIA;-13.035619;-93.069763;128.135101;-81.430901;103.539444;-112.951607;-3.703115;-74.835777;-7.211136;-1.797675;0.755775;-1.25885;AWARIA
2613196;AWARIA;-13.094176;-91.290276;128.308075;-81.692734;103.576324;-112.877785;-0.820155;-83.520882;-1.916878;1.113412;0.717637;-1.645087;AWARIA
2613220;AWARIA;-13.094978;-88.838913;128.311447;-81.715233;103.581062;-112.878639;0.69618;-79.560272;-1.999986;3.209113;0.314712;-1.2278507;AWARIA
2613244;AWARIA;-13.09144;-85.814209;128.284622;-81.714401;103.579872;-112.881882;0.85163;-65.225601;-1.284729;1.313675;0.1645;-0.4935257;AWARIA
2613268;AWARIA;-13.09177;-82.399063;128.270111;-81.711845;103.57872;-112.890205;-0.212665;-53.339951;-2.76565;-0.627038;-0.040525;-0.162113;AWARIA
2613292;AWARIA;-13.091045;-78.777809;128.255249;-81.70874;103.576508;-112.894783;-0.66757;-45.83168;-2.265657;-1.494875;0.154962;0.11205013;AWARIA
2613316;AWARIA;-13.088551;-75.064209;128.251999;-81.705132;103.574188;-112.902054;0.241275;-38.987152;-0.134871;-1.976487;0.245562;0.464913013;AWARIA
2613340;AWARIA;-13.088122;-71.317444;128.253738;-81.701599;103.565216;-112.912834;-0.398635;-34.215923;-0.035421;-1.645087;5.424013;0.40530013;AWARIA
2613364;AWARIA;-13.0881;-67.568863;128.254898;-81.697372;103.566628;-112.917847;-0.94032;-34.67178;-0.070843;-1.254075;3.402225;0.66995013;AWARIA
2613388;AWARIA;-13.087244;-63.824764;128.255081;-81.695145;103.567467;-112.924538;-0.57411;-35.148621;-0.108986;-1.4615;3.15665;0.66280013;AWARIA
2613412;AWARIA;-13.086331;-60.081108;128.254837;-81.694359;103.567787;-112.929054;-0.65994;-32.580376;-0.113071;-1.92165;3.256787;0.66518813;AWARIA
2613436;AWARIA;-13.086244;-56.335453;128.254578;-81.69381;103.568192;-112.932785;-1.03855;-32.030106;-0.152586;-2.095688;3.221025;0.73908713;AWARIA
2613460;AWARIA;-13.085969;-52.588409;128.254303;-81.693169;103.568352;-112.933876;-1.00708;-31.20422;-0.171657;-2.107612;3.50475;0.92506213;AWARIA
2613484;AWARIA;-13.085299;-48.841599;128.253906;-81.691971;103.567299;-112.934921;-0.856395;-28.909679;-0.1485;-2.248275;4.155625;1.07765013;AWARIA
2613508;AWARIA;-13.085178;-45.097317;128.253204;-81.691109;103.568703;-112.93795;-1.089095;-29.706949;-0.032693;-2.565375;3.678787;1.02281213;AWARIA
2613532;AWARIA;-13.085003;-41.351849;128.250595;-81.690994;103.568756;-112.93959;-1.09386;-28.634071;0.298357;-2.782338;3.88145;1.058575213;AWARIA
2613556;AWARIA;-13.084695;-37.606125;128.24884;-81.691086;103.568947;-112.940315;-1.0004;-26.892658;0.633507;-2.789488;3.9029;1.122950213;AWARIA
2613580;AWARIA;-13.084519;-33.862564;128.247238;-81.690994;103.569283;-112.941292;-1.03378;-26.848789;0.968657;-2.844325;3.9649;1.153938213;AWARIA
2613604;AWARIA;-13.084497;-30.120073;128.245392;-81.690445;103.569374;-112.942123;-1.123425;-26.45969;1.096721;-3.118512;4.093637;1.201625213;AWARIA
2613628;AWARIA;-13.084387;-26.392874;128.237808;-81.689896;103.569412;-112.943031;-1.123425;-21.302219;0.179836;-3.345013;4.067412;1.223075213;AWARIA
2613652;AWARIA;-13.084112;-22.745281;128.218185;-81.689629;103.569481;-112.94381;-0.98896;-12.107844;0.540864;-3.4809;4.16755;1.249313213;AWARIA
2613676;AWARIA;-13.084068;-19.273403;128.201202;-81.689461;103.56945;-112.94413;-1.069065;-3.370285;0.261579;-3.409375;4.193775;1.2779123213;AWARIA
2613700;AWARIA;-13.084024;-16.093586;128.190414;-81.689133;103.569572;-112.944908;-1.05762;8.40187;-0.480921;-2.913475;4.4155;1.2946133213;AWARIA
2613724;AWARIA;-13.083881;-13.32813;128.182022;-81.68808;103.569649;-112.945663;-1.013755;18.536564;-0.400543;-2.610675;4.372587;1.270762213;AWARIA
2613748;AWARIA;-13.083827;-11.059574;128.181396;-81.688271;103.56958;-112.945999;-1.03378;24.62673;0.685279;-2.293575;4.358287;1.2922252213;AWARIA
2613772;AWARIA;-13.083728;-9.328799;128.18338;-81.688004;103.569603;-112.946251;-1.152035;30.331608;1.179829;-2.853863;4.565712;1.23500052213;AWARIA
2613796;AWARIA;-13.083827;-8.125796;128.1931;-81.688126;103.569702;-112.946846;-0.7658;28.334614;3.895072;-2.593987;4.496562;1.25407552213;AWARIA
2613820;AWARIA;-13.083838;-7.372914;128.210083;-81.688171;103.569771;-112.947113;-1.03855;26.422501;2.9632;-2.68935;4.658688;1.27553752213;AWARIA
2613844;AWARIA;-13.083849;-6.972198;128.22142;-81.687767;103.570007;-112.947884;-0.988005;22.043224;3.5899;-2.195825;4.584787;1.24215052213;AWARIA
2613868;AWARIA;-13.083838;-6.800526;128.229416;-81.688004;103.570587;-112.948265;-0.995635;18.230434;4.611693;-2.348413;4.291525;1.18731252213;AWARIA
2613892;AWARIA;-13.083893;-6.74677;128.235092;-81.688148;103.571022;-112.948921;-0.98991;14.830585;3.855564;-2.300737;4.18185;1.13248852213;AWARIA
2613916;AWARIA;-13.083871;-6.743738;128.233063;-81.688171;103.571243;-112.94931;-0.95558;13.529775;2.411429;-2.315037;4.093637;1.11578852213;AWARIA
