Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
1031932;0;0.625957;-89.518120;90.282066;4.939787;90.483337;-143.840515;3.013610;6.659505;-1.696171;1.530638;0.486362;-1.621238
1031956;0;0.607687;-89.519516;90.328209;4.920824;90.485489;-143.839355;11.561390;8.893965;7.441379;13.699526;2.138613;-2.343650
1031980;0;0.501075;-89.554207;90.595238;4.458085;90.550690;-143.733002;20.554539;11.940001;18.483564;32.548901;6.663787;-7.686613
1032004;0;0.226395;-89.665222;91.353882;2.795017;90.798271;-143.160355;32.462120;15.300751;32.073429;54.233063;11.568063;-9.856213
1032028;0;-0.295466;-89.884926;92.804062;-0.514948;91.299362;-141.972595;37.407875;16.510006;41.005264;72.798721;11.239050;-12.044900
1032052;0;-1.086855;-90.219109;95.011566;-5.588124;92.066879;-140.188553;41.864395;20.298954;44.352665;76.828003;13.415812;-14.622200
1032076;0;-2.116890;-90.658524;97.894753;-12.260766;93.075409;-137.789459;38.403511;19.940374;39.042057;73.723785;13.735287;-14.333714
1032100;0;-3.296788;-91.156754;101.176323;-19.862804;94.225327;-135.066528;27.421951;18.322941;30.946728;61.383236;12.464512;-14.104837
1032124;0;-4.532728;-91.670700;104.601807;-27.723259;95.412773;-132.240341;29.414173;17.100330;27.197430;59.249401;12.352463;-13.585088
1032148;0;-5.782269;-92.185005;108.055511;-35.614811;96.605354;-129.406189;26.803013;17.745970;26.211056;56.872360;12.226100;-13.115400
1032172;0;-7.032228;-92.701385;111.512276;-43.506050;97.799400;-126.591782;26.099205;16.791340;28.900415;56.664936;11.646737;-13.761513
1032196;0;-8.285317;-93.215767;114.973579;-51.395618;98.992767;-123.771729;25.584221;17.237659;28.863630;57.005875;10.747900;-13.325212
1032220;0;-9.521564;-93.727570;118.408180;-59.255501;100.180183;-120.964058;22.132870;15.403745;21.746492;50.876133;11.367787;-13.060562
1032244;0;-10.682797;-94.211586;121.638130;-66.718063;101.308853;-118.274452;15.074725;11.327740;7.711135;37.977688;8.080000;-10.6859122
1032268;0;-11.670040;-94.616402;124.338844;-72.965508;102.255287;-116.010887;2.690315;7.023810;-2.396443;22.766586;5.946150;-7.431499122
1032292;0;-12.396939;-94.911636;126.323639;-77.507019;102.944695;-114.371635;-2.232550;4.734990;-9.662078;15.344612;2.596375;-5.99383722
1032316;0;-12.840798;-95.093155;127.550278;-80.305428;103.366760;-113.358986;-1.650810;2.443310;-11.054442;0.982275;1.721375;-3.03030022
1032340;0;-13.047188;-95.172386;128.107910;-81.492287;103.545113;-112.924278;-5.147930;1.626010;-11.514935;-2.565375;1.180162;-1.2874502
1032364;0;-13.098109;-95.188164;128.253311;-81.707375;103.575836;-112.865723;-1.624105;0.772475;-4.685265;2.694125;2.801413;-1.573562502
