Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6;Auto_Label
985576;OK;0.625979;-89.51815;90.28212;4.939835;90.483284;-143.840714;2.717015;6.814955;-2.241128;1.523487;0.500675;-1.516338;AWARIA
985600;OK;0.60783;-89.519531;90.327171;4.920776;90.485374;-143.839355;11.420245;9.040831;7.256093;13.532637;2.171988;-2.2602;AWARIA
985624;OK;0.501548;-89.554497;90.592514;4.458252;90.55069;-143.733383;20.569799;11.984825;18.611629;32.765862;6.706712;-7.66515;AWARIA
985648;OK;0.227032;-89.665642;91.349724;2.795447;90.797707;-143.162003;32.536503;15.226359;32.32547;54.385651;11.680124;-9.901512;AWARIA
985672;OK;-0.295038;-89.885391;92.799492;-0.513276;91.299118;-141.97261;37.53471;16.343115;41.202812;76.012596;11.935225;-11.837475;AWARIA
985696;OK;-1.08601;-90.219696;95.006821;-5.587216;92.066238;-140.188995;42.105667;20.191189;44.931679;78.098763;13.203612;-14.495838;AWARIA
985720;OK;-2.116582;-90.658234;97.890831;-12.259834;93.075035;-137.787064;38.022987;20.282745;39.487564;76.14135;14.2002;-14.173976;AWARIA
985744;OK;-3.296393;-91.156364;101.171516;-19.862326;94.224525;-135.06839;27.612686;18.610001;31.366343;61.421387;12.562263;-14.300338;AWARIA
985768;OK;-4.532728;-91.669853;104.598366;-27.723593;95.413506;-132.237946;29.323574;17.356869;27.611593;58.99905;12.040137;-13.427726;AWARIA
985792;OK;-5.781709;-92.184608;108.053459;-35.614643;96.605087;-129.406921;27.070995;17.930981;26.96718;57.475559;13.241762;-13.313288;AWARIA
985816;OK;-7.032305;-92.701416;111.510315;-43.505909;97.799301;-126.594421;26.395794;16.953465;29.483521;57.270527;11.756413;-14.023775;AWARIA
985840;OK;-8.285405;-93.215691;114.971855;-51.395119;98.992668;-123.773293;25.427814;17.532345;29.430386;57.251446;10.7479;-13.234612;AWARIA
985864;OK;-9.521564;-93.727158;118.407219;-59.254974;100.179962;-120.964836;22.427555;15.70034;22.206985;51.453114;11.44885;-13.058175;AWARIA
985888;OK;-10.683105;-94.211136;121.637398;-66.717842;101.308685;-118.273201;15.059469;11.666295;8.193421;38.378239;8.153913;-10.7002255;AWARIA
985912;OK;-11.669809;-94.616112;124.338066;-72.965317;102.25502;-116.007584;2.92778;7.274625;-1.998628;23.310175;6.2561;-7.495875255;AWARIA
985936;OK;-12.396863;-94.911346;126.324089;-77.507423;102.944412;-114.371193;-2.058025;5.031585;-9.396415;13.563625;2.586838;-5.91753855;AWARIA
985960;OK;-12.840974;-95.093285;127.550072;-80.30526;103.366783;-113.359108;-1.82533;2.55775;-10.84055;1.3399;1.926412;-3.11612555;AWARIA
985984;OK;-13.047122;-95.172836;128.110016;-81.492996;103.544716;-112.925964;-5.03349;1.60789;-11.4945;-3.4356;2.188675;-1.4901135;AWARIA
986008;OK;-13.098428;-95.188919;128.255112;-81.707947;103.575966;-112.864685;-1.649855;0.84209;-4.822865;2.477163;2.7275;-1.459113135;AWARIA
986032;OK;-13.096923;-95.184418;128.265976;-81.71476;103.576935;-112.868004;-0.012395;2.26402;-4.407336;3.671638;2.7585;-0.853537135;AWARIA
986056;OK;-13.09389;-95.18232;128.262299;-81.713326;103.57682;-112.874748;-0.06008;1.704215;-4.856921;1.535412;2.3818;-0.181188135;AWARIA
986080;OK;-13.093583;-95.152885;128.267487;-81.71048;103.576416;-112.879936;-1.089095;-10.145185;-1.53405;0.1645;2.105225;0.15735035;AWARIA
986104;OK;-13.092155;-94.994354;128.2827;-81.707161;103.575836;-112.891975;-1.133915;-24.705885;-1.846036;-0.288475;1.77145;0.4792125;AWARIA
986128;OK;-13.089474;-94.566475;128.289963;-81.704514;103.575264;-112.900673;-0.661845;-44.867516;0.288821;-0.6628;1.688;0.75577525;AWARIA
986152;OK;-13.089078;-93.681671;128.297501;-81.702049;103.575279;-112.910217;-1.2989;-65.306656;1.441407;-1.864425;1.192088;0.76293725;AWARIA
986176;OK;-13.087826;-92.164253;128.302368;-81.699593;103.575172;-112.917854;-1.09386;-79.638481;1.504079;-2.40325;0.891675;0.87022525;AWARIA
986200;OK;-13.086683;-89.965393;128.283432;-81.697319;103.574799;-112.924316;-0.89836;-80.361366;-1.465929;-2.262588;0.743863;0.8273005;AWARIA
986224;OK;-13.086233;-87.145111;128.25824;-81.695915;103.57415;-112.927917;-1.03664;-69.453232;-0.0831;-1.9145;0.569812;0.9870505;AWARIA
986248;OK;-13.086068;-83.858826;128.246323;-81.693909;103.573471;-112.931625;-1.14536;-57.45697;-1.429143;-2.417562;0.574588;1.0585755;AWARIA
986272;OK;-13.085332;-80.298424;128.233826;-81.692688;103.572876;-112.93457;-0.99468;-46.360016;-1.777914;-2.419938;0.557887;1.0943375;AWARIA
986296;OK;-13.085189;-76.612244;128.230499;-81.691971;103.572311;-112.937271;-1.076695;-41.882507;-0.762936;-2.496238;0.65565;1.1396375;AWARIA
986320;OK;-13.085135;-72.872208;128.234116;-81.690804;103.57106;-112.937927;-1.1816;-36.707874;0.260214;-2.050387;0.834463;1.20162575;AWARIA
986344;OK;-13.084948;-69.124329;128.23645;-81.690063;103.570496;-112.940361;-1.25694;-34.898754;0.6989;-1.7333;0.8583;1.20638875;AWARIA
986368;OK;-13.084683;-65.379395;128.237198;-81.689178;103.567451;-112.942604;-1.05762;-34.220695;0.798357;-1.699913;2.255438;1.21592575;AWARIA
986392;OK;-13.084761;-61.634487;128.237732;-81.688774;103.566505;-112.946777;-1.447675;-33.665653;1.232964;-1.766675;3.025525;0.96320075;AWARIA
986416;OK;-13.084629;-57.886997;128.238098;-81.688942;103.566818;-112.947296;-1.38187;-32.739635;1.513614;-1.924038;2.884863;1.00135075;AWARIA
986440;OK;-13.084311;-54.14159;128.238403;-81.689293;103.567085;-112.947304;-1.108165;-31.376835;1.80925;-1.802438;3.216263;0.97512575;AWARIA
986464;OK;-13.084245;-50.397659;128.238617;-81.689293;103.567261;-112.947433;-1.319885;-31.414028;2.126693;-1.77145;3.371238;0.96558775;AWARIA
986488;OK;-13.084245;-46.652367;128.238983;-81.689011;103.567444;-112.947609;-1.301765;-30.396461;2.370557;-1.931188;3.578662;0.96320075;AWARIA
986512;OK;-13.084124;-42.905785;128.239227;-81.688744;103.567612;-112.94799;-1.245495;-28.297421;2.683907;-2.086163;3.840913;0.94651375;AWARIA
986536;OK;-13.084102;-39.160702;128.239517;-81.688866;103.567802;-112.948059;-1.346585;-28.776165;2.953664;-2.143375;3.92675;0.95843775;AWARIA
986560;OK;-13.084112;-35.417065;128.239792;-81.689201;103.568169;-112.948257;-1.315115;-28.423306;3.2275;-1.9884;3.983963;0.94651375;AWARIA
986584;OK;-13.084046;-31.671904;128.240051;-81.689156;103.568245;-112.94838;-1.320835;-26.770588;3.4305;-1.96695;4.236687;0.94175075;AWARIA
986608;OK;-13.084024;-27.934025;128.239502;-81.688797;103.56855;-112.948425;-1.351355;-24.765965;2.1444;-2.119537;4.241462;0.91552575;AWARIA
986632;OK;-13.083981;-24.244278;128.231506;-81.688553;103.568764;-112.94854;-1.31607;-18.08643;0.034057;-2.288813;4.4012;0.89645075;AWARIA
986656;OK;-13.083881;-20.684486;128.217621;-81.688652;103.568764;-112.948677;-1.30653;-8.41999;0.136236;-2.315037;4.425038;0.908363075;AWARIA
986680;OK;-13.083772;-17.364923;128.2034;-81.689247;103.568947;-112.948631;-1.219745;5.434035;-0.295636;-1.9288;4.613388;0.846375075;AWARIA
986704;OK;-13.083739;-14.414578;128.192551;-81.689102;103.568993;-112.948425;-1.203535;15.06042;-0.719343;-2.217288;4.75645;0.82015075;AWARIA
986728;OK;-13.083728;-11.932789;128.187714;-81.688416;103.569122;-112.948792;-1.18923;22.777554;-0.2534;-1.835812;4.78505;0.80107575;AWARIA
986752;OK;-13.08363;-9.975454;128.188828;-81.68853;103.569099;-112.948532;-1.414295;28.495785;0.478193;-2.310275;4.873275;0.8296887575;AWARIA
986776;OK;-13.08363;-8.559833;128.1931;-81.688553;103.569221;-112.948593;-1.388545;29.097553;2.557207;-2.272125;4.978175;0.7963127575;AWARIA
986800;OK;-13.083728;-7.632543;128.204865;-81.688362;103.569435;-112.948975;-1.23882;29.045099;3.054479;-1.8978;4.99725;0.7295507575;AWARIA
986824;OK;-13.083761;-7.101595;128.215881;-81.68853;103.569824;-112.948708;-1.18446;24.383541;4.258836;-2.10285;4.923337;0.6914137575;AWARIA
986848;OK;-13.08375;-6.849295;128.22496;-81.688362;103.570259;-112.949013;-1.1816;20.160675;5.196157;-2.138613;4.796975;0.7081007575;AWARIA
986872;OK;-13.083849;-6.75958;128.233383;-81.688553;103.57074;-112.949203;-1.180645;14.437675;5.227493;-2.22205;4.677763;0.6628007575;AWARIA
986896;OK;-13.083859;-6.743035;128.232544;-81.688583;103.571175;-112.949326;-1.179695;13.524055;3.027229;-2.22205;4.463188;0.6246507575;AWARIA
986920;OK;-13.083849;-6.743463;128.231567;-81.688629;103.571342;-112.949257;-1.15776;13.77773;3.014971;-2.217288;4.391663;0.6270387575;AWARIA
986944;OK;-13.083838;-6.743738;128.231262;-81.689034;103.57135;-112.949333;-1.30367;14.194486;2.6335;-0.975125;4.372587;0.6175007575;AWARIA
986968;OK;-13.08285;-6.744584;128.230103;-81.836014;103.577644;-112.964661;-2.80857;14.452929;1.999986;20.871151;5.2762;2.1767507575;AWARIA
986992;OK;-13.081015;-6.744946;128.229889;-82.843002;103.62574;-113.121613;-3.04794;14.8735;1.931871;43.823711;5.574225;6.6351887575;AWARIA
987016;OK;-13.080498;-6.745386;128.229904;-85.37896;103.745049;-113.651947;-3.3884;15.258784;2.057207;60.184002;5.495537;6.8306887575;AWARIA
987040;OK;-13.080036;-6.745847;128.22998;-89.65345;103.945763;-114.548027;-3.72791;15.622134;1.970014;72.796341;5.729187;7.9250257575;AWARIA
987064;OK;-13.079894;-6.747056;128.230194;-95.652702;104.227097;-115.794487;-2.86388;15.769956;2.4741;76.003059;5.32865;9.9873507575;AWARIA
987088;OK;-13.08052;-6.74822;128.230286;-102.966682;104.569885;-117.332283;-1.48487;15.518186;2.846036;63.779346;5.226125;9.729851575;AWARIA
987112;OK;-13.080905;-6.74944;128.229965;-110.784653;104.93502;-118.985313;-1.02329;16.0408;2.388272;56.28109;4.625313;9.396074575;AWARIA
987136;OK;-13.081135;-6.75044;128.229752;-118.668373;105.303528;-120.65374;-0.568385;15.922544;2.426414;54.886333;4.9901;8.761875575;AWARIA
987160;OK;-13.082454;-6.75067;128.229813;-126.434868;105.664803;-122.27607;0.72765;16.33453;2.747943;45.5737;5.602825;8.1920505575;AWARIA
987184;OK;-13.085662;-6.752032;128.229065;-133.498642;105.997597;-123.774155;2.17628;16.03031;2.77655;22.814262;1.595012;6.9808885575;AWARIA
987208;OK;-13.085893;-6.752362;128.227859;-139.005356;106.257767;-124.956627;2.65598;16.228674;2.4523;10.876651;3.437987;5.3167255575;AWARIA
987232;OK;-13.086287;-6.753691;128.227615;-142.768478;106.437111;-125.745956;2.93636;16.023634;2.471379;1.54495;1.127712;4.15801255575;AWARIA
987256;OK;-13.086717;-6.754329;128.227615;-144.808075;106.531448;-126.194527;2.101895;15.977855;2.301079;-4.568088;1.819125;1.8334385575;AWARIA
987280;OK;-13.085409;-6.754779;128.226868;-145.42717;106.556076;-126.318001;-0.009535;16.323086;1.824236;-4.0555;3.356925;2.522462575;AWARIA
987304;OK;-13.084882;-6.754911;128.22699;-145.472687;106.55732;-126.320259;-0.05722;16.29257;2.356936;0.166887;3.638263;2.1386132575;AWARIA
987328;OK;-13.084926;-6.754999;128.227066;-145.47229;106.557747;-126.319435;-0.2079;16.470905;2.317429;-0.026225;2.918237;1.468650575;AWARIA
987352;OK;-13.087155;-6.754098;128.226791;-145.47049;106.557098;-126.317154;5.927085;13.584135;1.463207;-1.759525;3.437987;1.0895620575;AWARIA
987376;OK;-13.155535;-6.727181;128.20488;-145.478851;106.561028;-126.317856;19.907949;5.32722;-1.84195;6.947512;4.9138;1.3113000575;AWARIA
987400;OK;-13.350849;-6.630106;128.137543;-145.615402;106.598915;-126.349144;36.417004;-2.496715;-4.528586;10.240075;5.407325;4.47033775;AWARIA
987424;OK;-13.784986;-6.395878;127.985336;-146.009399;106.706207;-126.550285;50.030701;-9.671209;-6.967271;16.210075;5.01155;5.21897575;AWARIA
987448;OK;-14.540812;-5.964785;127.696838;-146.77951;106.907967;-126.970863;61.517715;-15.016554;-8.063993;20.198812;6.6018;5.5527635;AWARIA
987472;OK;-15.649761;-5.315295;127.253273;-147.979126;107.220695;-127.619743;64.785957;-16.122814;-10.253357;23.069374;9.648787;6.394375;AWARIA
987496;OK;-17.080917;-4.471029;126.668915;-149.55751;107.636589;-128.476593;58.674812;-13.674734;-10.649815;23.562901;8.051387;7.01665;AWARIA
987520;OK;-18.757133;-3.488687;125.986938;-151.390762;108.118828;-129.489578;48.278805;-7.970805;-9.437285;22.904863;7.572162;5.8197885;AWARIA
987544;OK;-20.560022;-2.443667;125.256752;-153.340408;108.634834;-130.544815;39.531704;-7.44724;-8.563993;23.300638;8.134837;6.3872255;AWARIA
987568;OK;-22.424402;-1.371566;124.51445;-155.321365;109.156181;-131.622635;38.073532;-6.33907;-7.798328;20.7281;9.062287;6.1583505;AWARIA
987592;OK;-24.301363;-0.2896;123.773041;-157.299637;109.677765;-132.705963;36.394115;-5.887985;-8.692058;21.514889;7.510175;5.5313005;AWARIA
987616;OK;-26.180487;0.792191;123.030975;-159.278091;110.19754;-133.772598;32.754894;-5.24616;-9.217942;24.130337;7.493488;6.35146305;AWARIA
987640;OK;-28.053017;1.874894;122.286278;-161.256424;110.719437;-134.849396;35.99548;-4.95243;-7.994514;23.093214;7.22885;6.02960005;AWARIA
987664;OK;-29.924309;2.955904;121.543488;-163.235031;111.240608;-135.922913;36.345478;-6.07109;-8.2956;22.578238;7.834425;6.16550005;AWARIA
987688;OK;-31.798267;4.036179;120.802925;-165.21376;111.763908;-136.999619;34.208294;-6.05106;-9.359629;21.963112;6.031988;6.06297505;AWARIA
987712;OK;-33.672493;5.118025;120.058746;-167.191376;112.283211;-138.067551;34.586906;-4.80747;-8.682522;24.702538;8.289812;6.58750005;AWARIA
987736;OK;-35.544563;6.197772;119.315742;-169.169434;112.80397;-139.15097;34.351345;-6.49738;-8.401864;24.013512;10.187625;5.8698635;AWARIA
987760;OK;-37.415348;7.278816;118.572495;-171.148605;113.326935;-140.224319;34.293167;-5.92041;-8.3283;22.685524;6.575575;5.78402535;AWARIA
987784;OK;-39.287735;8.359189;117.830246;-173.12645;113.845863;-141.293671;35.082813;-6.332395;-8.777885;22.325512;7.42435;6.18457535;AWARIA
987808;OK;-41.16143;9.439234;117.089439;-175.104523;114.366211;-142.367722;32.76062;-6.109235;-9.193415;23.431774;9.756087;6.06297535;AWARIA
987832;OK;-43.031502;10.520629;116.344574;-177.081528;114.889313;-143.444626;34.471508;-5.51414;-8.158;24.893274;7.67945;5.6290635;AWARIA
987856;OK;-44.903332;11.599421;115.601334;-179.060883;115.410187;-144.509674;34.461021;-7.202145;-7.810586;22.056099;5.9533;6.4563755;AWARIA
987880;OK;-46.77626;12.677717;114.862282;-181.038467;115.929077;-145.582977;32.925606;-7.42912;-9.253364;22.4781;9.102813;6.3991505;AWARIA
987904;OK;-48.646252;13.760959;114.118294;-183.015717;116.451492;-146.657532;35.123825;-5.556105;-8.182521;23.462763;8.831013;6.2608625;AWARIA
987928;OK;-50.512577;14.837201;113.37603;-184.992523;116.973457;-147.741455;29.864311;-6.059645;-7.658;24.569025;6.740088;5.5694505;AWARIA
987952;OK;-52.317268;15.888065;112.644989;-186.941681;117.484344;-148.800461;18.350599;-1.571655;-7.148464;21.510113;7.760513;5.4192505;AWARIA
987976;OK;-53.979355;16.861422;111.961143;-188.767212;117.965416;-149.795456;8.976934;5.62286;-5.647114;18.169876;6.0749;4.935262505;AWARIA
988000;OK;-55.396374;17.685265;111.376053;-190.323883;118.37735;-150.656601;-5.11169;12.27283;-3.305157;14.37425;5.047312;3.2663255;AWARIA
988024;OK;-56.484955;18.308321;110.935097;-191.490524;118.684219;-151.283493;-13.584135;15.702245;-0.7098;9.515275;5.118837;3.4165385;AWARIA
988048;OK;-57.210754;18.714363;110.654114;-192.22554;118.876259;-151.685837;-16.45088;17.59243;1.070836;6.427763;5.097387;2.54392585;AWARIA
988072;OK;-57.614918;18.933826;110.513855;-192.588882;118.973869;-151.883469;-11.372564;15.544889;2.709793;4.30345;2.963537;1.83581285;AWARIA
