Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
18365430;0;0.625990;-89.518547;90.282440;4.940050;90.483284;-143.840973;-1.266475;4.069325;-6.991793;1.440037;-0.603188;3.015988
18365454;0;0.625979;-89.518547;90.282440;4.940050;90.483208;-143.840973;-1.231190;4.055020;-7.029936;1.478187;-0.607962;2.965925
18365478;0;0.625990;-89.518524;90.282425;4.940050;90.483284;-143.840973;-1.226425;4.067420;-7.046286;1.451963;-0.660412;2.999300
18365502;0;0.625957;-89.518547;90.282417;4.940050;90.483231;-143.840973;-1.244540;4.078865;-7.057186;1.447200;-0.631800;2.980225
18365526;0;0.625990;-89.518547;90.282425;4.940050;90.483261;-143.841034;-1.255985;4.078865;-7.051735;1.456738;-0.634188;2.989763
18365550;0;0.625990;-89.518547;90.282402;4.940050;90.483261;-143.840973;-1.272200;4.091260;-7.061271;1.442425;-0.605575;2.977837
18365574;0;0.625968;-89.518524;90.282425;4.940050;90.483284;-143.840973;-1.258850;4.083630;-7.020400;1.440037;-0.674713;2.965925
18365598;0;0.625990;-89.518532;90.282425;4.940050;90.483307;-143.840836;-1.277920;4.086490;-7.050371;1.468650;-0.560275;2.958762
18365622;0;0.624199;-89.518532;90.282417;4.940050;90.483231;-143.840836;4.513740;4.076000;-7.040836;1.428125;-0.686638;2.9754632
18365646;0;0.545219;-89.518532;90.282372;4.940050;90.483261;-143.840912;18.302914;4.122730;-7.012228;1.451963;-0.624650;2.942075
18365670;0;0.251741;-89.518631;90.282379;4.940145;90.482582;-143.841049;40.178295;4.496570;-6.983614;1.547325;-0.283713;2.930162
18365694;0;-0.469270;-89.519768;90.282402;4.940433;90.482605;-143.841171;64.715385;5.617140;-6.896421;1.673687;-0.162113;2.920625
18365718;0;-1.826785;-89.524384;90.282516;4.940934;90.482521;-143.841156;83.922386;6.929395;-6.489071;2.024163;-0.460138;2.882475
18365742;0;-3.929150;-89.532982;90.282646;4.941316;90.482826;-143.841400;87.425232;8.000370;-6.316043;2.274513;-1.497262;2.889625
18365766;0;-6.715777;-89.540329;90.282692;4.941364;90.483315;-143.841049;79.023361;9.715080;-6.311957;2.450938;-0.221725;2.858638
18365790;0;-10.018466;-89.543846;90.282867;4.941077;90.482475;-143.841019;61.602592;10.919570;-6.061279;2.374638;-0.321862;2.872937
18365814;0;-13.610699;-89.544609;90.282852;4.940791;90.482475;-143.840836;48.920631;11.005400;-6.137571;2.353188;-0.429150;2.861012
18365838;0;-17.321936;-89.544518;90.282852;4.940576;90.482887;-143.840637;44.494625;10.764120;-6.145743;2.350800;-0.209800;2.827637
18365862;0;-21.064756;-89.544548;90.282745;4.940408;90.483086;-143.840561;41.123390;10.741230;-6.148471;2.343650;-0.073900;2.825250
18365886;0;-24.811182;-89.544548;90.282692;4.940337;90.482674;-143.840652;39.520260;10.925290;-6.197515;2.346038;-0.095362;2.846712
18365910;0;-28.556005;-89.544548;90.282768;4.940265;90.482239;-143.840729;41.269299;11.056900;-6.119864;2.288813;-0.243175;2.858638
18365934;0;-32.300716;-89.544670;90.282890;4.940265;90.482361;-143.840668;39.721485;11.198040;-5.968636;2.298350;-0.178813;2.896775
18365958;0;-36.045197;-89.544891;90.282944;4.940194;90.482994;-143.840637;39.313316;11.208529;-5.900514;2.262588;-0.035763;2.863400
